from,to,t0,c0,lanes,initial_SR,initial_FR
0,9,14,61,2,-1,-1
9,0,14,61,2,-1,-1
0,12,19,57,2,-1,-1
12,0,19,57,2,-1,-1
0,22,33,51,2,-1,-1
22,0,33,51,2,-1,-1
0,24,40,63,2,-1,-1
24,0,40,63,2,-1,-1
1,3,24,42,2,-1,-1
3,1,24,42,2,-1,-1
1,4,37,60,2,-1,-1
4,1,37,60,2,-1,-1
1,7,34,32,2,-1,-1
7,1,34,32,2,-1,-1
1,8,28,68,2,-1,-1
8,1,28,68,2,-1,-1
1,10,39,38,2,-1,-1
10,1,39,38,2,-1,-1
1,17,3,78,2,-1,-1
17,1,3,78,2,-1,-1
1,25,30,46,2,-1,-1
25,1,30,46,2,-1,-1
1,26,22,83,2,-1,-1
26,1,22,83,2,-1,-1
1,29,33,71,2,-1,-1
29,1,33,71,2,-1,-1
2,6,29,68,2,-1,-1
6,2,29,68,2,-1,-1
2,8,27,31,2,-1,-1
8,2,27,31,2,-1,-1
2,13,5,93,2,-1,-1
13,2,5,93,2,-1,-1
2,15,19,42,2,-1,-1
15,2,19,42,2,-1,-1
2,19,10,24,2,-1,-1
19,2,10,24,2,-1,-1
2,20,30,54,2,-1,-1
20,2,30,54,2,-1,-1
2,23,19,50,2,-1,-1
23,2,19,50,2,-1,-1
2,25,31,74,2,-1,-1
25,2,31,74,2,-1,-1
2,26,22,33,2,-1,-1
26,2,22,33,2,-1,-1
2,31,18,46,2,-1,-1
31,2,18,46,2,-1,-1
3,7,21,61,2,-1,-1
7,3,21,61,2,-1,-1
3,11,11,44,2,-1,-1
11,3,11,44,2,-1,-1
3,12,40,38,2,-1,-1
12,3,40,38,2,-1,-1
3,13,47,53,2,-1,-1
13,3,47,53,2,-1,-1
3,14,29,55,2,-1,-1
14,3,29,55,2,-1,-1
3,17,21,18,2,-1,-1
17,3,21,18,2,-1,-1
3,24,41,49,2,-1,-1
24,3,41,49,2,-1,-1
3,25,24,83,2,-1,-1
25,3,24,83,2,-1,-1
4,6,15,69,2,-1,-1
6,4,15,69,2,-1,-1
4,14,7,61,2,-1,-1
14,4,7,61,2,-1,-1
4,15,25,61,2,-1,-1
15,4,25,61,2,-1,-1
4,16,7,23,2,-1,-1
16,4,7,23,2,-1,-1
4,17,33,40,2,-1,-1
17,4,33,40,2,-1,-1
4,21,23,69,2,-1,-1
21,4,23,69,2,-1,-1
4,24,28,96,2,-1,-1
24,4,28,96,2,-1,-1
4,25,8,60,2,-1,-1
25,4,8,60,2,-1,-1
4,26,19,17,2,-1,-1
26,4,19,17,2,-1,-1
4,29,15,67,2,-1,-1
29,4,15,67,2,-1,-1
5,6,10,86,2,-1,-1
6,5,10,86,2,-1,-1
5,7,27,34,2,-1,-1
7,5,27,34,2,-1,-1
5,12,37,50,2,-1,-1
12,5,37,50,2,-1,-1
