from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,20,104,2,-1,-1
1,0,20,104,2,-1,-1
0,5,18,50,2,-1,-1
5,0,18,50,2,-1,-1
0,7,17,31,2,-1,-1
7,0,17,31,2,-1,-1
0,8,12,67,2,-1,-1
8,0,12,67,2,-1,-1
1,7,3,47,2,-1,-1
7,1,3,47,2,-1,-1
1,10,26,68,2,-1,-1
10,1,26,68,2,-1,-1
2,4,38,58,2,-1,-1
4,2,38,58,2,-1,-1
2,6,43,48,2,-1,-1
6,2,43,48,2,-1,-1
3,5,12,12,2,-1,-1
5,3,12,12,2,-1,-1
3,6,28,60,2,-1,-1
6,3,28,60,2,-1,-1
3,10,41,116,2,-1,-1
10,3,41,116,2,-1,-1
4,7,31,71,2,-1,-1
7,4,31,71,2,-1,-1
5,6,24,25,2,-1,-1
6,5,24,25,2,-1,-1
5,10,31,73,2,-1,-1
10,5,31,73,2,-1,-1
6,7,32,68,2,-1,-1
7,6,32,68,2,-1,-1
6,8,41,49,2,-1,-1
8,6,41,49,2,-1,-1
7,8,11,45,2,-1,-1
8,7,11,45,2,-1,-1
7,10,25,39,2,-1,-1
10,7,25,39,2,-1,-1
8,9,46,47,2,-1,-1
9,8,46,47,2,-1,-1
