from,to,t0,c0,lanes,initial_SR,initial_FR
0,5,24,26,2,-1,-1
5,0,24,26,2,-1,-1
0,19,19,86,2,-1,-1
19,0,19,86,2,-1,-1
1,3,40,51,2,-1,-1
3,1,40,51,2,-1,-1
1,8,22,48,2,-1,-1
8,1,22,48,2,-1,-1
1,10,45,52,2,-1,-1
10,1,45,52,2,-1,-1
1,14,30,52,2,-1,-1
14,1,30,52,2,-1,-1
1,15,24,39,2,-1,-1
15,1,24,39,2,-1,-1
1,17,27,61,2,-1,-1
17,1,27,61,2,-1,-1
1,19,10,16,2,-1,-1
19,1,10,16,2,-1,-1
2,6,37,76,2,-1,-1
6,2,37,76,2,-1,-1
2,10,30,75,2,-1,-1
10,2,30,75,2,-1,-1
2,11,15,28,2,-1,-1
11,2,15,28,2,-1,-1
2,17,24,15,2,-1,-1
17,2,24,15,2,-1,-1
2,18,33,39,2,-1,-1
18,2,33,39,2,-1,-1
3,5,43,27,2,-1,-1
5,3,43,27,2,-1,-1
3,19,43,43,2,-1,-1
19,3,43,43,2,-1,-1
3,21,17,12,2,-1,-1
21,3,17,12,2,-1,-1
4,7,12,36,2,-1,-1
7,4,12,36,2,-1,-1
4,11,3,68,2,-1,-1
11,4,3,68,2,-1,-1
4,20,46,58,2,-1,-1
20,4,46,58,2,-1,-1
5,8,20,65,2,-1,-1
8,5,20,65,2,-1,-1
5,9,23,47,2,-1,-1
9,5,23,47,2,-1,-1
5,11,33,59,2,-1,-1
11,5,33,59,2,-1,-1
5,12,21,62,2,-1,-1
12,5,21,62,2,-1,-1
5,16,16,49,2,-1,-1
16,5,16,49,2,-1,-1
6,10,25,49,2,-1,-1
10,6,25,49,2,-1,-1
6,11,32,79,2,-1,-1
11,6,32,79,2,-1,-1
6,13,28,83,2,-1,-1
13,6,28,83,2,-1,-1
7,8,41,42,2,-1,-1
8,7,41,42,2,-1,-1
7,10,6,65,2,-1,-1
10,7,6,65,2,-1,-1
7,13,24,94,2,-1,-1
13,7,24,94,2,-1,-1
7,21,16,34,2,-1,-1
21,7,16,34,2,-1,-1
8,9,35,42,2,-1,-1
9,8,35,42,2,-1,-1
8,14,8,44,2,-1,-1
14,8,8,44,2,-1,-1
8,15,3,49,2,-1,-1
15,8,3,49,2,-1,-1
8,16,4,29,2,-1,-1
16,8,4,29,2,-1,-1
9,11,22,77,2,-1,-1
11,9,22,77,2,-1,-1
9,12,8,66,2,-1,-1
12,9,8,66,2,-1,-1
9,13,33,39,2,-1,-1
13,9,33,39,2,-1,-1
9,14,43,47,2,-1,-1
14,9,43,47,2,-1,-1
9,15,37,39,2,-1,-1
15,9,37,39,2,-1,-1
9,17,12,26,2,-1,-1
17,9,12,26,2,-1,-1
11,14,38,35,2,-1,-1
14,11,38,35,2,-1,-1
11,15,34,58,2,-1,-1
15,11,34,58,2,-1,-1
11,16,32,64,2,-1,-1
16,11,32,64,2,-1,-1
12,13,40,26,2,-1,-1
13,12,40,26,2,-1,-1
12,15,39,54,2,-1,-1
15,12,39,54,2,-1,-1
12,16,34,23,2,-1,-1
16,12,34,23,2,-1,-1
12,17,20,45,2,-1,-1
17,12,20,45,2,-1,-1
13,15,23,72,2,-1,-1
15,13,23,72,2,-1,-1
13,16,23,34,2,-1,-1
16,13,23,34,2,-1,-1
13,18,35,57,2,-1,-1
18,13,35,57,2,-1,-1
13,21,31,76,2,-1,-1
21,13,31,76,2,-1,-1
14,15,6,53,2,-1,-1
15,14,6,53,2,-1,-1
14,16,11,75,2,-1,-1
16,14,11,75,2,-1,-1
14,17,46,44,2,-1,-1
17,14,46,44,2,-1,-1
14,18,10,36,2,-1,-1
18,14,10,36,2,-1,-1
15,16,4,29,2,-1,-1
16,15,4,29,2,-1,-1
15,18,16,18,2,-1,-1
18,15,16,18,2,-1,-1
15,19,16,47,2,-1,-1
19,15,16,47,2,-1,-1
16,19,12,67,2,-1,-1
19,16,12,67,2,-1,-1
20,21,30,37,2,-1,-1
21,20,30,37,2,-1,-1
