from,to,t0,c0,lanes,initial_SR,initial_FR
0,5,19,46,2,0,1
5,0,19,46,2,0,0
0,6,16,72,2,0,0
6,0,16,72,2,5,0
0,8,25,31,2,0,0
8,0,25,31,2,0,0
0,10,66,56,2,110,0
10,0,66,56,2,0,0
1,2,22,64,2,0,1
2,1,22,64,2,65,1
1,3,11,43,2,0,1
3,1,11,43,2,0,1
1,4,29,32,2,0,0
4,1,29,32,2,2,0
1,5,45,72,2,0,0
5,1,45,72,2,75,0
1,6,38,47,2,0,0
6,1,38,47,2,65,0
1,9,32,80,2,185,0
9,1,32,80,2,0,0
1,10,43,49,2,103,0
10,1,43,49,2,0,0
2,4,51,33,2,0,0
4,2,51,33,2,0,0
2,5,61,48,2,0,0
5,2,61,48,2,0,1
2,6,55,69,2,0,0
6,2,55,69,2,0,1
2,9,22,20,2,29,1
9,2,22,20,2,0,0
3,4,31,48,2,0,1
4,3,31,48,2,0,1
3,5,57,42,2,0,0
5,3,57,42,2,0,0
3,6,50,15,2,0,0
6,3,50,15,2,15,0
3,8,51,74,2,0,1
8,3,51,74,2,3,1
3,10,43,54,2,114,0
10,3,43,54,2,0,0
4,5,47,102,2,0,1
5,4,47,102,2,0,1
4,7,51,77,2,0,0
7,4,51,77,2,101,1
4,8,37,48,2,0,0
8,4,37,48,2,0,1
4,9,51,70,2,146,0
9,4,51,70,2,0,0
4,10,15,39,2,58,1
10,4,15,39,2,0,0
5,6,6,31,2,0,0
6,5,6,31,2,3,0
5,10,59,22,2,46,0
10,5,59,22,2,0,0
8,9,72,59,2,113,0
9,8,72,59,2,0,0
9,10,60,38,2,0,0
10,9,60,38,2,0,0
