from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,18,41,2,-1,-1
1,0,18,41,2,-1,-1
0,2,0,48,2,-1,-1
2,0,0,48,2,-1,-1
0,4,13,32,2,-1,-1
4,0,13,32,2,-1,-1
0,8,21,47,2,-1,-1
8,0,21,47,2,-1,-1
0,10,31,69,2,-1,-1
10,0,31,69,2,-1,-1
0,13,24,41,2,-1,-1
13,0,24,41,2,-1,-1
0,15,28,65,2,-1,-1
15,0,28,65,2,-1,-1
0,17,18,52,2,-1,-1
17,0,18,52,2,-1,-1
0,20,16,28,2,-1,-1
20,0,16,28,2,-1,-1
0,22,3,25,2,-1,-1
22,0,3,25,2,-1,-1
0,24,30,66,2,-1,-1
24,0,30,66,2,-1,-1
0,32,35,58,2,-1,-1
32,0,35,58,2,-1,-1
1,3,13,65,2,-1,-1
3,1,13,65,2,-1,-1
1,18,8,36,2,-1,-1
18,1,8,36,2,-1,-1
1,20,22,73,2,-1,-1
20,1,22,73,2,-1,-1
1,22,17,35,2,-1,-1
22,1,17,35,2,-1,-1
1,25,12,55,2,-1,-1
25,1,12,55,2,-1,-1
1,27,43,51,2,-1,-1
27,1,43,51,2,-1,-1
1,28,45,72,2,-1,-1
28,1,45,72,2,-1,-1
1,30,17,61,2,-1,-1
30,1,17,61,2,-1,-1
2,4,13,44,2,-1,-1
4,2,13,44,2,-1,-1
2,5,19,38,2,-1,-1
5,2,19,38,2,-1,-1
2,10,31,77,2,-1,-1
10,2,31,77,2,-1,-1
2,11,29,52,2,-1,-1
11,2,29,52,2,-1,-1
2,13,25,67,2,-1,-1
13,2,25,67,2,-1,-1
2,14,17,13,2,-1,-1
14,2,17,13,2,-1,-1
2,17,19,60,2,-1,-1
17,2,19,60,2,-1,-1
2,18,23,56,2,-1,-1
18,2,23,56,2,-1,-1
2,20,16,10,2,-1,-1
20,2,16,10,2,-1,-1
2,22,3,29,2,-1,-1
22,2,3,29,2,-1,-1
2,25,24,42,2,-1,-1
25,2,24,42,2,-1,-1
2,26,30,32,2,-1,-1
26,2,30,32,2,-1,-1
2,29,37,72,2,-1,-1
29,2,37,72,2,-1,-1
2,30,35,58,2,-1,-1
30,2,35,58,2,-1,-1
3,5,12,72,2,-1,-1
5,3,12,72,2,-1,-1
3,18,6,92,2,-1,-1
18,3,6,92,2,-1,-1
3,25,7,62,2,-1,-1
25,3,7,62,2,-1,-1
3,30,5,78,2,-1,-1
30,3,5,78,2,-1,-1
3,31,16,48,2,-1,-1
31,3,16,48,2,-1,-1
4,7,34,48,2,-1,-1
7,4,34,48,2,-1,-1
4,10,37,66,2,-1,-1
10,4,37,66,2,-1,-1
4,12,27,13,2,-1,-1
12,4,27,13,2,-1,-1
4,14,30,71,2,-1,-1
14,4,30,71,2,-1,-1
4,16,29,63,2,-1,-1
16,4,29,63,2,-1,-1
4,19,39,36,2,-1,-1
19,4,39,36,2,-1,-1
4,21,29,72,2,-1,-1
21,4,29,72,2,-1,-1
4,22,10,20,2,-1,-1
22,4,10,20,2,-1,-1
4,32,22,46,2,-1,-1
32,4,22,46,2,-1,-1
5,14,22,63,2,-1,-1
14,5,22,63,2,-1,-1
5,15,43,24,2,-1,-1
15,5,43,24,2,-1,-1
5,16,47,36,2,-1,-1
16,5,47,36,2,-1,-1
5,18,6,80,2,-1,-1
18,5,6,80,2,-1,-1
5,25,10,44,2,-1,-1
25,5,10,44,2,-1,-1
5,27,44,40,2,-1,-1
27,5,44,40,2,-1,-1
5,30,16,20,2,-1,-1
30,5,16,20,2,-1,-1
6,8,13,25,2,-1,-1
8,6,13,25,2,-1,-1
6,11,15,42,2,-1,-1
11,6,15,42,2,-1,-1
6,14,15,48,2,-1,-1
14,6,15,48,2,-1,-1
6,17,20,41,2,-1,-1
17,6,20,41,2,-1,-1
6,18,36,85,2,-1,-1
18,6,36,85,2,-1,-1
6,22,17,54,2,-1,-1
22,6,17,54,2,-1,-1
6,25,37,49,2,-1,-1
25,6,37,49,2,-1,-1
7,16,47,45,2,-1,-1
16,7,47,45,2,-1,-1
7,19,42,59,2,-1,-1
19,7,42,59,2,-1,-1
7,32,20,26,2,-1,-1
32,7,20,26,2,-1,-1
8,9,47,31,2,-1,-1
9,8,47,31,2,-1,-1
8,12,10,66,2,-1,-1
12,8,10,66,2,-1,-1
8,13,21,57,2,-1,-1
13,8,21,57,2,-1,-1
8,17,33,60,2,-1,-1
17,8,33,60,2,-1,-1
8,22,23,68,2,-1,-1
22,8,23,68,2,-1,-1
8,23,11,38,2,-1,-1
23,8,11,38,2,-1,-1
8,25,45,7,2,-1,-1
25,8,45,7,2,-1,-1
8,27,35,74,2,-1,-1
27,8,35,74,2,-1,-1
8,29,15,39,2,-1,-1
29,8,15,39,2,-1,-1
9,32,17,64,2,-1,-1
32,9,17,64,2,-1,-1
10,11,14,57,2,-1,-1
11,10,14,57,2,-1,-1
10,12,14,30,2,-1,-1
12,10,14,30,2,-1,-1
10,13,18,67,2,-1,-1
13,10,18,67,2,-1,-1
10,14,32,61,2,-1,-1
14,10,32,61,2,-1,-1
10,15,13,52,2,-1,-1
15,10,13,52,2,-1,-1
10,16,15,53,2,-1,-1
16,10,15,53,2,-1,-1
10,22,33,45,2,-1,-1
22,10,33,45,2,-1,-1
10,26,21,13,2,-1,-1
26,10,21,13,2,-1,-1
10,28,10,72,2,-1,-1
28,10,10,72,2,-1,-1
11,14,23,63,2,-1,-1
14,11,23,63,2,-1,-1
11,20,20,69,2,-1,-1
20,11,20,69,2,-1,-1
11,21,30,99,2,-1,-1
21,11,30,99,2,-1,-1
11,26,33,46,2,-1,-1
26,11,33,46,2,-1,-1
11,27,16,5,2,-1,-1
27,11,16,5,2,-1,-1
11,28,4,50,2,-1,-1
28,11,4,50,2,-1,-1
12,13,11,13,2,-1,-1
13,12,11,13,2,-1,-1
12,16,19,63,2,-1,-1
16,12,19,63,2,-1,-1
12,20,17,51,2,-1,-1
20,12,17,51,2,-1,-1
12,22,20,71,2,-1,-1
22,12,20,71,2,-1,-1
12,23,20,53,2,-1,-1
23,12,20,53,2,-1,-1
12,29,22,51,2,-1,-1
29,12,22,51,2,-1,-1
13,14,17,66,2,-1,-1
14,13,17,66,2,-1,-1
13,18,44,56,2,-1,-1
18,13,44,56,2,-1,-1
13,20,14,14,2,-1,-1
20,13,14,14,2,-1,-1
13,22,28,53,2,-1,-1
22,13,28,53,2,-1,-1
13,23,28,75,2,-1,-1
23,13,28,75,2,-1,-1
13,27,14,69,2,-1,-1
27,13,14,69,2,-1,-1
13,28,9,47,2,-1,-1
28,13,9,47,2,-1,-1
13,29,28,49,2,-1,-1
29,13,28,49,2,-1,-1
14,17,5,74,2,-1,-1
17,14,5,74,2,-1,-1
14,22,19,16,2,-1,-1
22,14,19,16,2,-1,-1
14,28,26,36,2,-1,-1
28,14,26,36,2,-1,-1
14,29,41,73,2,-1,-1
29,14,41,73,2,-1,-1
15,23,24,60,2,-1,-1
23,15,24,60,2,-1,-1
15,26,32,64,2,-1,-1
26,15,32,64,2,-1,-1
16,19,18,64,2,-1,-1
19,16,18,64,2,-1,-1
16,22,29,50,2,-1,-1
22,16,29,50,2,-1,-1
16,23,6,31,2,-1,-1
23,16,6,31,2,-1,-1
16,24,25,36,2,-1,-1
24,16,25,36,2,-1,-1
16,27,43,32,2,-1,-1
27,16,43,32,2,-1,-1
17,20,8,69,2,-1,-1
20,17,8,69,2,-1,-1
17,23,44,48,2,-1,-1
23,17,44,48,2,-1,-1
17,25,29,1,2,-1,-1
25,17,29,1,2,-1,-1
17,29,46,3,2,-1,-1
29,17,46,3,2,-1,-1
18,20,31,55,2,-1,-1
20,18,31,55,2,-1,-1
18,22,21,78,2,-1,-1
22,18,21,78,2,-1,-1
18,25,4,24,2,-1,-1
25,18,4,24,2,-1,-1
18,32,34,51,2,-1,-1
32,18,34,51,2,-1,-1
19,24,26,23,2,-1,-1
24,19,26,23,2,-1,-1
19,29,23,53,2,-1,-1
29,19,23,53,2,-1,-1
20,26,39,44,2,-1,-1
26,20,39,44,2,-1,-1
