from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,10,23,2,-1,-1
1,0,10,23,2,-1,-1
0,2,19,72,2,-1,-1
2,0,19,72,2,-1,-1
0,4,34,30,2,-1,-1
4,0,34,30,2,-1,-1
0,7,21,39,2,-1,-1
7,0,21,39,2,-1,-1
0,9,11,78,2,-1,-1
9,0,11,78,2,-1,-1
0,12,28,29,2,-1,-1
12,0,28,29,2,-1,-1
0,13,39,46,2,-1,-1
13,0,39,46,2,-1,-1
0,15,40,68,2,-1,-1
15,0,40,68,2,-1,-1
0,16,29,54,2,-1,-1
16,0,29,54,2,-1,-1
0,17,21,43,2,-1,-1
17,0,21,43,2,-1,-1
0,19,36,41,2,-1,-1
19,0,36,41,2,-1,-1
0,20,11,77,2,-1,-1
20,0,11,77,2,-1,-1
0,22,26,37,2,-1,-1
22,0,26,37,2,-1,-1
0,24,32,100,2,-1,-1
24,0,32,100,2,-1,-1
0,25,41,38,2,-1,-1
25,0,41,38,2,-1,-1
0,26,30,65,2,-1,-1
26,0,30,65,2,-1,-1
0,28,30,40,2,-1,-1
28,0,30,40,2,-1,-1
0,29,25,80,2,-1,-1
29,0,25,80,2,-1,-1
0,30,51,68,2,-1,-1
30,0,51,68,2,-1,-1
0,32,35,85,2,-1,-1
32,0,35,85,2,-1,-1
1,2,11,51,2,-1,-1
2,1,11,51,2,-1,-1
1,6,12,17,2,-1,-1
6,1,12,17,2,-1,-1
1,7,11,62,2,-1,-1
7,1,11,62,2,-1,-1
1,8,37,57,2,-1,-1
8,1,37,57,2,-1,-1
1,11,29,62,2,-1,-1
11,1,29,62,2,-1,-1
1,13,30,35,2,-1,-1
13,1,30,35,2,-1,-1
1,14,29,48,2,-1,-1
14,1,29,48,2,-1,-1
1,16,30,59,2,-1,-1
16,1,30,59,2,-1,-1
1,17,26,3,2,-1,-1
17,1,26,3,2,-1,-1
1,19,25,64,2,-1,-1
19,1,25,64,2,-1,-1
1,20,14,39,2,-1,-1
20,1,14,39,2,-1,-1
1,21,18,50,2,-1,-1
21,1,18,50,2,-1,-1
1,23,23,69,2,-1,-1
23,1,23,69,2,-1,-1
1,24,22,49,2,-1,-1
24,1,22,49,2,-1,-1
1,25,34,27,2,-1,-1
25,1,34,27,2,-1,-1
1,26,35,9,2,-1,-1
26,1,35,9,2,-1,-1
1,29,29,52,2,-1,-1
29,1,29,52,2,-1,-1
1,31,33,71,2,-1,-1
31,1,33,71,2,-1,-1
2,3,10,30,2,-1,-1
3,2,10,30,2,-1,-1
2,4,52,65,2,-1,-1
4,2,52,65,2,-1,-1
2,8,48,45,2,-1,-1
8,2,48,45,2,-1,-1
2,9,17,75,2,-1,-1
9,2,17,75,2,-1,-1
2,11,36,51,2,-1,-1
11,2,36,51,2,-1,-1
2,12,39,57,2,-1,-1
12,2,39,57,2,-1,-1
2,13,33,70,2,-1,-1
13,2,33,70,2,-1,-1
2,15,32,43,2,-1,-1
15,2,32,43,2,-1,-1
2,16,42,47,2,-1,-1
16,2,42,47,2,-1,-1
2,17,25,56,2,-1,-1
17,2,25,56,2,-1,-1
2,19,22,73,2,-1,-1
19,2,22,73,2,-1,-1
2,20,14,27,2,-1,-1
20,2,14,27,2,-1,-1
2,21,30,48,2,-1,-1
21,2,30,48,2,-1,-1
2,23,20,53,2,-1,-1
23,2,20,53,2,-1,-1
2,24,22,49,2,-1,-1
24,2,22,49,2,-1,-1
2,25,22,94,2,-1,-1
25,2,22,94,2,-1,-1
2,26,47,20,2,-1,-1
26,2,47,20,2,-1,-1
2,27,26,50,2,-1,-1
27,2,26,50,2,-1,-1
2,32,46,13,2,-1,-1
32,2,46,13,2,-1,-1
3,5,42,34,2,-1,-1
5,3,42,34,2,-1,-1
3,7,4,33,2,-1,-1
7,3,4,33,2,-1,-1
3,9,22,79,2,-1,-1
9,3,22,79,2,-1,-1
3,13,24,85,2,-1,-1
13,3,24,85,2,-1,-1
3,15,24,48,2,-1,-1
15,3,24,48,2,-1,-1
3,16,33,60,2,-1,-1
16,3,33,60,2,-1,-1
3,19,17,28,2,-1,-1
19,3,17,28,2,-1,-1
3,20,19,75,2,-1,-1
20,3,19,75,2,-1,-1
3,21,24,48,2,-1,-1
21,3,24,48,2,-1,-1
3,22,37,38,2,-1,-1
22,3,37,38,2,-1,-1
3,23,15,53,2,-1,-1
23,3,15,53,2,-1,-1
3,25,30,79,2,-1,-1
25,3,30,79,2,-1,-1
3,27,34,75,2,-1,-1
27,3,34,75,2,-1,-1
3,29,35,64,2,-1,-1
29,3,35,64,2,-1,-1
3,31,31,56,2,-1,-1
31,3,31,56,2,-1,-1
3,32,37,39,2,-1,-1
32,3,37,39,2,-1,-1
4,5,35,50,2,-1,-1
5,4,35,50,2,-1,-1
4,9,44,42,2,-1,-1
9,4,44,42,2,-1,-1
4,10,27,49,2,-1,-1
10,4,27,49,2,-1,-1
4,11,40,59,2,-1,-1
11,4,40,59,2,-1,-1
4,12,23,25,2,-1,-1
12,4,23,25,2,-1,-1
4,19,59,60,2,-1,-1
19,4,59,60,2,-1,-1
4,22,8,55,2,-1,-1
22,4,8,55,2,-1,-1
4,23,57,40,2,-1,-1
23,4,57,40,2,-1,-1
4,27,78,31,2,-1,-1
27,4,78,31,2,-1,-1
4,31,40,68,2,-1,-1
31,4,40,68,2,-1,-1
4,32,21,73,2,-1,-1
32,4,21,73,2,-1,-1
5,6,25,26,2,-1,-1
6,5,25,26,2,-1,-1
5,8,34,52,2,-1,-1
8,5,34,52,2,-1,-1
