from,to,t0,c0,lanes,initial_SR,initial_FR
1,4,35,56,2,-1,-1
4,1,35,56,2,-1,-1
1,7,35,56,2,-1,-1
7,1,35,56,2,-1,-1
2,19,17,56,2,-1,-1
19,2,17,56,2,-1,-1
3,4,35,52,2,-1,-1
4,3,35,52,2,-1,-1
3,9,21,33,2,-1,-1
9,3,21,33,2,-1,-1
4,14,26,55,2,-1,-1
14,4,26,55,2,-1,-1
5,6,22,59,2,-1,-1
6,5,22,59,2,-1,-1
6,9,11,40,2,-1,-1
9,6,11,40,2,-1,-1
6,21,17,91,2,-1,-1
21,6,17,91,2,-1,-1
7,8,0,48,2,-1,-1
8,7,0,48,2,-1,-1
8,15,13,23,2,-1,-1
15,8,13,23,2,-1,-1
10,19,18,74,2,-1,-1
19,10,18,74,2,-1,-1
12,21,11,78,2,-1,-1
21,12,11,78,2,-1,-1
16,19,31,50,2,-1,-1
19,16,31,50,2,-1,-1
