from,to,t0,c0,lanes,initial_SR,initial_FR
0,4,32,72,2,-1,-1
4,0,32,72,2,-1,-1
0,6,23,56,2,-1,-1
6,0,23,56,2,-1,-1
0,7,38,68,2,-1,-1
7,0,38,68,2,-1,-1
0,10,44,66,2,-1,-1
10,0,44,66,2,-1,-1
2,4,37,34,2,-1,-1
4,2,37,34,2,-1,-1
2,6,35,46,2,-1,-1
6,2,35,46,2,-1,-1
2,8,10,44,2,-1,-1
8,2,10,44,2,-1,-1
2,10,31,60,2,-1,-1
10,2,31,60,2,-1,-1
3,4,19,54,2,-1,-1
4,3,19,54,2,-1,-1
3,5,27,23,2,-1,-1
5,3,27,23,2,-1,-1
3,6,20,41,2,-1,-1
6,3,20,41,2,-1,-1
4,6,9,65,2,-1,-1
6,4,9,65,2,-1,-1
5,6,23,63,2,-1,-1
6,5,23,63,2,-1,-1
5,10,31,42,2,-1,-1
10,5,31,42,2,-1,-1
6,7,19,65,2,-1,-1
7,6,19,65,2,-1,-1
