from,to,t0,c0,lanes,initial_SR,initial_FR
0,3,14,82,2,-1,-1
3,0,14,82,2,-1,-1
0,4,31,36,2,-1,-1
4,0,31,36,2,-1,-1
0,7,21,81,2,-1,-1
7,0,21,81,2,-1,-1
0,8,21,11,2,-1,-1
8,0,21,11,2,-1,-1
0,9,29,58,2,-1,-1
9,0,29,58,2,-1,-1
1,3,20,71,2,-1,-1
3,1,20,71,2,-1,-1
1,4,5,49,2,-1,-1
4,1,5,49,2,-1,-1
1,7,37,70,2,-1,-1
7,1,37,70,2,-1,-1
1,8,18,49,2,-1,-1
8,1,18,49,2,-1,-1
2,3,27,54,2,-1,-1
3,2,27,54,2,-1,-1
2,4,10,37,2,-1,-1
4,2,10,37,2,-1,-1
2,7,47,56,2,-1,-1
7,2,47,56,2,-1,-1
3,4,25,41,2,-1,-1
4,3,25,41,2,-1,-1
3,8,7,52,2,-1,-1
8,3,7,52,2,-1,-1
3,9,27,56,2,-1,-1
9,3,27,56,2,-1,-1
3,10,46,58,2,-1,-1
10,3,46,58,2,-1,-1
4,7,37,42,2,-1,-1
7,4,37,42,2,-1,-1
4,10,49,38,2,-1,-1
10,4,49,38,2,-1,-1
5,6,34,15,2,-1,-1
6,5,34,15,2,-1,-1
5,7,14,51,2,-1,-1
7,5,14,51,2,-1,-1
6,7,41,36,2,-1,-1
7,6,41,36,2,-1,-1
6,9,66,36,2,-1,-1
9,6,66,36,2,-1,-1
6,10,49,49,2,-1,-1
10,6,49,49,2,-1,-1
8,9,30,36,2,-1,-1
9,8,30,36,2,-1,-1
