x,y,SR_demand,exits,injured
0.3373128992621095,0.0758185880568929,98,0,1
0.4094025447298302,0.9297492527507116,102,0,1
0.54264857395084,0.5455214814413812,102,0,1
0.2196058071091208,0.7673029323475208,109,0,1
0.6773140600659966,0.9238765455446193,83,0,1
0.8717078885844727,0.836351170232778,95,0,1
0.4311760171474174,0.23853829942592708,94,0,1
0.2030565185619203,0.627274274051129,100,0,1
0.9476629474332294,0.9496534954262995,101,0,1
0.7168536190333464,0.879775400942984,107,0,1
0.5988117842481646,0.3450569508124456,110,0,1
0.8894339229587194,0.7767511310766502,89,0,1
0.6910245285440442,0.8550341080840922,102,0,1
0.2878744063170572,0.6046837877434328,90,0,1
0.9793506542706246,0.6946632233538858,83,0,1
0.61969131902229,0.4547411199186978,118,0,1
0.14632563079387884,0.1613689644113835,100,0,1
0.1928322762049507,0.6931718052799756,118,0,1
0.9819176421464244,0.6707940043670478,100,0,1
0.40506349512994144,0.5305396041794479,102,0,1
0.5464647126127419,0.814978104229274,86,0,1
0.2470662019385833,0.9098936435946651,116,0,1
0.9338182844761238,0.41890270864808676,108,0,1
0.5215320621149172,0.6848131206677298,105,0,1
0.02633512685778483,0.8680930828695755,109,0,1
0.756640385513594,0.4561087428368865,90,0,1
0.954485272364438,0.07189818931568281,87,0,1
0.0,0.0,0,1,0
0.3333333333333333,0.0,0,1,0
0.6666666666666666,0.0,0,1,0
0.0,1.0,0,1,0
0.3333333333333333,1.0,0,1,0
0.6666666666666666,1.0,0,1,0
