from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,14,15,2,-1,-1
1,0,14,15,2,-1,-1
0,4,30,3,2,-1,-1
4,0,30,3,2,-1,-1
0,10,40,65,2,-1,-1
10,0,40,65,2,-1,-1
1,2,40,32,2,-1,-1
2,1,40,32,2,-1,-1
1,6,17,48,2,-1,-1
6,1,17,48,2,-1,-1
1,8,17,58,2,-1,-1
8,1,17,58,2,-1,-1
2,3,39,45,2,-1,-1
3,2,39,45,2,-1,-1
2,6,23,33,2,-1,-1
6,2,23,33,2,-1,-1
2,9,36,82,2,-1,-1
9,2,36,82,2,-1,-1
3,4,21,0,2,-1,-1
4,3,21,0,2,-1,-1
3,5,33,63,2,-1,-1
5,3,33,63,2,-1,-1
3,6,22,50,2,-1,-1
6,3,22,50,2,-1,-1
3,7,22,7,2,-1,-1
7,3,22,7,2,-1,-1
3,8,27,25,2,-1,-1
8,3,27,25,2,-1,-1
4,6,31,45,2,-1,-1
6,4,31,45,2,-1,-1
6,7,26,66,2,-1,-1
7,6,26,66,2,-1,-1
6,8,6,16,2,-1,-1
8,6,6,16,2,-1,-1
