x,y,SR_demand,exits,injured
0.3374994049405986,0.9695001616234107,115,0,1
0.5210609012394892,0.20839516067737207,98,0,1
0.5417953983286564,0.4680387566386145,91,0,1
0.034724870116945694,0.24834192491982898,91,0,1
0.7474725013823289,0.05145164933271451,102,0,1
0.05393012628526561,0.7195661469877502,93,0,1
0.9882164312585332,0.7890842683203482,94,0,1
0.5615509154052593,0.08834977008551559,80,0,1
0.33460658427065015,0.9840700955098214,77,0,1
0.8361671994472826,0.792309099160564,88,0,1
0.7528617110574346,0.5327785034226002,93,0,1
0.25889455746442147,0.26477369973853515,112,0,1
0.46934991235770573,0.8858680277610617,109,0,1
0.24237169671204928,0.4502479674533766,113,0,1
0.9249849400281925,0.8752764553692876,82,0,1
0.08045298361401199,0.8096641914616817,114,0,1
0.8104174745008793,0.11948803808554764,97,0,1
0.7150862150282812,0.8895627482711447,106,0,1
0.0,0.0,0,1,0
0.5,0.0,0,1,0
0.0,1.0,0,1,0
0.5,1.0,0,1,0
