from,to,t0,c0,lanes,initial_SR,initial_FR
0,9,25,63,2,-1,-1
9,0,25,63,2,-1,-1
0,12,34,29,2,-1,-1
12,0,34,29,2,-1,-1
1,8,27,77,2,-1,-1
8,1,27,77,2,-1,-1
1,13,24,36,2,-1,-1
13,1,24,36,2,-1,-1
2,3,20,27,2,-1,-1
3,2,20,27,2,-1,-1
3,8,18,85,2,-1,-1
8,3,18,85,2,-1,-1
4,7,22,70,2,-1,-1
7,4,22,70,2,-1,-1
4,10,22,51,2,-1,-1
10,4,22,51,2,-1,-1
4,13,18,26,2,-1,-1
13,4,18,26,2,-1,-1
6,10,9,20,2,-1,-1
10,6,9,20,2,-1,-1
6,14,14,35,2,-1,-1
14,6,14,35,2,-1,-1
12,19,34,109,2,-1,-1
19,12,34,109,2,-1,-1
13,17,18,54,2,-1,-1
17,13,18,54,2,-1,-1
17,21,10,29,2,-1,-1
21,17,10,29,2,-1,-1
18,19,30,58,2,-1,-1
19,18,30,58,2,-1,-1
