from,to,t0,c0,lanes,initial_SR,initial_FR
0,2,58,64,2,-1,-1
2,0,58,64,2,-1,-1
0,5,66,38,2,-1,-1
5,0,66,38,2,-1,-1
0,6,31,53,2,-1,-1
6,0,31,53,2,-1,-1
0,10,7,41,2,-1,-1
10,0,7,41,2,-1,-1
0,13,22,47,2,-1,-1
13,0,22,47,2,-1,-1
0,16,46,62,2,-1,-1
16,0,46,62,2,-1,-1
0,17,29,87,2,-1,-1
17,0,29,87,2,-1,-1
0,21,54,38,2,-1,-1
21,0,54,38,2,-1,-1
0,24,64,39,2,-1,-1
24,0,64,39,2,-1,-1
0,25,29,55,2,-1,-1
25,0,29,55,2,-1,-1
0,28,58,48,2,-1,-1
28,0,58,48,2,-1,-1
0,31,6,50,2,-1,-1
31,0,6,50,2,-1,-1
0,32,14,63,2,-1,-1
32,0,14,63,2,-1,-1
1,5,19,44,2,-1,-1
5,1,19,44,2,-1,-1
1,6,48,58,2,-1,-1
6,1,48,58,2,-1,-1
1,9,40,68,2,-1,-1
9,1,40,68,2,-1,-1
1,14,48,1,2,-1,-1
14,1,48,1,2,-1,-1
1,17,33,20,2,-1,-1
17,1,33,20,2,-1,-1
1,19,53,67,2,-1,-1
19,1,53,67,2,-1,-1
1,21,29,56,2,-1,-1
21,1,29,56,2,-1,-1
1,23,44,38,2,-1,-1
23,1,44,38,2,-1,-1
1,28,37,53,2,-1,-1
28,1,37,53,2,-1,-1
2,3,57,58,2,-1,-1
3,2,57,58,2,-1,-1
2,4,18,79,2,-1,-1
4,2,18,79,2,-1,-1
2,5,38,56,2,-1,-1
5,2,38,56,2,-1,-1
2,6,35,67,2,-1,-1
6,2,35,67,2,-1,-1
2,15,21,47,2,-1,-1
15,2,21,47,2,-1,-1
2,16,11,65,2,-1,-1
16,2,11,65,2,-1,-1
2,17,62,15,2,-1,-1
17,2,62,15,2,-1,-1
2,18,7,63,2,-1,-1
18,2,7,63,2,-1,-1
2,20,27,91,2,-1,-1
20,2,27,91,2,-1,-1
2,23,13,49,2,-1,-1
23,2,13,49,2,-1,-1
2,25,31,25,2,-1,-1
25,2,31,25,2,-1,-1
2,27,20,54,2,-1,-1
27,2,20,54,2,-1,-1
2,28,0,51,2,-1,-1
28,2,0,51,2,-1,-1
2,29,19,32,2,-1,-1
29,2,19,32,2,-1,-1
2,30,63,62,2,-1,-1
30,2,63,62,2,-1,-1
3,8,45,30,2,-1,-1
8,3,45,30,2,-1,-1
3,11,11,40,2,-1,-1
11,3,11,40,2,-1,-1
3,12,51,29,2,-1,-1
12,3,51,29,2,-1,-1
3,13,8,77,2,-1,-1
13,3,8,77,2,-1,-1
3,14,16,46,2,-1,-1
14,3,16,46,2,-1,-1
3,15,54,35,2,-1,-1
15,3,54,35,2,-1,-1
3,16,46,100,2,-1,-1
16,3,46,100,2,-1,-1
3,19,7,28,2,-1,-1
19,3,7,28,2,-1,-1
3,20,46,24,2,-1,-1
20,3,46,24,2,-1,-1
3,22,25,50,2,-1,-1
22,3,25,50,2,-1,-1
3,31,13,83,2,-1,-1
31,3,13,83,2,-1,-1
3,32,33,53,2,-1,-1
32,3,33,53,2,-1,-1
4,12,10,40,2,-1,-1
12,4,10,40,2,-1,-1
4,13,37,9,2,-1,-1
13,4,37,9,2,-1,-1
4,16,15,54,2,-1,-1
16,4,15,54,2,-1,-1
