from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,36,5,2,-1,-1
1,0,36,5,2,-1,-1
0,3,39,44,2,-1,-1
3,0,39,44,2,-1,-1
0,4,27,44,2,-1,-1
4,0,27,44,2,-1,-1
0,6,46,29,2,-1,-1
6,0,46,29,2,-1,-1
0,11,24,47,2,-1,-1
11,0,24,47,2,-1,-1
0,16,46,45,2,-1,-1
16,0,46,45,2,-1,-1
1,3,18,32,2,-1,-1
3,1,18,32,2,-1,-1
1,10,23,60,2,-1,-1
10,1,23,60,2,-1,-1
1,12,10,67,2,-1,-1
12,1,10,67,2,-1,-1
1,14,10,24,2,-1,-1
14,1,10,24,2,-1,-1
1,17,21,58,2,-1,-1
17,1,21,58,2,-1,-1
1,19,27,60,2,-1,-1
19,1,27,60,2,-1,-1
1,20,47,63,2,-1,-1
20,1,47,63,2,-1,-1
2,3,34,60,2,-1,-1
3,2,34,60,2,-1,-1
2,4,16,66,2,-1,-1
4,2,16,66,2,-1,-1
2,10,26,59,2,-1,-1
10,2,26,59,2,-1,-1
2,14,22,15,2,-1,-1
14,2,22,15,2,-1,-1
3,9,35,39,2,-1,-1
9,3,35,39,2,-1,-1
3,11,30,45,2,-1,-1
11,3,30,45,2,-1,-1
3,12,12,9,2,-1,-1
12,3,12,9,2,-1,-1
4,7,19,79,2,-1,-1
7,4,19,79,2,-1,-1
4,9,32,41,2,-1,-1
9,4,32,41,2,-1,-1
4,10,12,31,2,-1,-1
10,4,12,31,2,-1,-1
4,13,27,57,2,-1,-1
13,4,27,57,2,-1,-1
4,21,18,42,2,-1,-1
21,4,18,42,2,-1,-1
5,9,9,70,2,-1,-1
9,5,9,70,2,-1,-1
5,11,44,31,2,-1,-1
11,5,44,31,2,-1,-1
5,12,32,65,2,-1,-1
12,5,32,65,2,-1,-1
5,18,12,54,2,-1,-1
18,5,12,54,2,-1,-1
6,7,12,66,2,-1,-1
7,6,12,66,2,-1,-1
6,14,16,57,2,-1,-1
14,6,16,57,2,-1,-1
6,19,20,50,2,-1,-1
19,6,20,50,2,-1,-1
6,20,47,68,2,-1,-1
20,6,47,68,2,-1,-1
7,8,15,39,2,-1,-1
8,7,15,39,2,-1,-1
7,10,17,41,2,-1,-1
10,7,17,41,2,-1,-1
7,11,22,67,2,-1,-1
11,7,22,67,2,-1,-1
7,13,8,61,2,-1,-1
13,7,8,61,2,-1,-1
7,14,13,58,2,-1,-1
14,7,13,58,2,-1,-1
7,15,20,53,2,-1,-1
15,7,20,53,2,-1,-1
8,10,2,39,2,-1,-1
10,8,2,39,2,-1,-1
8,11,16,47,2,-1,-1
11,8,16,47,2,-1,-1
8,12,32,70,2,-1,-1
12,8,32,70,2,-1,-1
8,14,12,43,2,-1,-1
14,8,12,43,2,-1,-1
8,15,20,63,2,-1,-1
15,8,20,63,2,-1,-1
8,16,8,66,2,-1,-1
16,8,8,66,2,-1,-1
8,20,24,31,2,-1,-1
20,8,24,31,2,-1,-1
8,21,18,47,2,-1,-1
21,8,18,47,2,-1,-1
9,12,23,50,2,-1,-1
12,9,23,50,2,-1,-1
9,13,11,82,2,-1,-1
13,9,11,82,2,-1,-1
9,14,26,32,2,-1,-1
14,9,26,32,2,-1,-1
9,15,28,62,2,-1,-1
15,9,28,62,2,-1,-1
9,19,21,57,2,-1,-1
19,9,21,57,2,-1,-1
9,20,47,23,2,-1,-1
20,9,47,23,2,-1,-1
9,21,47,23,2,-1,-1
21,9,47,23,2,-1,-1
10,12,33,25,2,-1,-1
12,10,33,25,2,-1,-1
10,13,23,32,2,-1,-1
13,10,23,32,2,-1,-1
10,14,12,61,2,-1,-1
14,10,12,61,2,-1,-1
10,21,15,23,2,-1,-1
21,10,15,23,2,-1,-1
11,12,26,45,2,-1,-1
12,11,26,45,2,-1,-1
11,17,7,58,2,-1,-1
17,11,7,58,2,-1,-1
11,21,17,51,2,-1,-1
21,11,17,51,2,-1,-1
12,13,27,71,2,-1,-1
13,12,27,71,2,-1,-1
12,15,42,34,2,-1,-1
15,12,42,34,2,-1,-1
12,17,31,27,2,-1,-1
17,12,31,27,2,-1,-1
12,21,42,40,2,-1,-1
21,12,42,40,2,-1,-1
13,14,21,43,2,-1,-1
14,13,21,43,2,-1,-1
13,19,32,36,2,-1,-1
19,13,32,36,2,-1,-1
13,20,36,71,2,-1,-1
20,13,36,71,2,-1,-1
13,21,39,35,2,-1,-1
21,13,39,35,2,-1,-1
14,16,20,2,2,-1,-1
16,14,20,2,2,-1,-1
14,17,11,41,2,-1,-1
17,14,11,41,2,-1,-1
16,17,19,33,2,-1,-1
17,16,19,33,2,-1,-1
16,21,22,30,2,-1,-1
21,16,22,30,2,-1,-1
17,20,32,98,2,-1,-1
20,17,32,98,2,-1,-1
17,21,11,63,2,-1,-1
21,17,11,63,2,-1,-1
18,19,30,7,2,-1,-1
19,18,30,7,2,-1,-1
20,21,30,59,2,-1,-1
21,20,30,59,2,-1,-1
