from,to,t0,c0,lanes,initial_SR,initial_FR
0,2,53,22,2,-1,-1
2,0,53,22,2,-1,-1
0,4,45,63,2,-1,-1
4,0,45,63,2,-1,-1
0,6,29,75,2,-1,-1
6,0,29,75,2,-1,-1
0,7,58,60,2,-1,-1
7,0,58,60,2,-1,-1
0,12,50,57,2,-1,-1
12,0,50,57,2,-1,-1
0,13,18,36,2,-1,-1
13,0,18,36,2,-1,-1
0,14,35,69,2,-1,-1
14,0,35,69,2,-1,-1
0,18,22,43,2,-1,-1
18,0,22,43,2,-1,-1
0,19,45,44,2,-1,-1
19,0,45,44,2,-1,-1
0,21,55,26,2,-1,-1
21,0,55,26,2,-1,-1
0,25,39,99,2,-1,-1
25,0,39,99,2,-1,-1
0,26,19,71,2,-1,-1
26,0,19,71,2,-1,-1
0,27,36,36,2,-1,-1
27,0,36,36,2,-1,-1
0,28,41,24,2,-1,-1
28,0,41,24,2,-1,-1
0,29,53,49,2,-1,-1
29,0,53,49,2,-1,-1
0,30,23,55,2,-1,-1
30,0,23,55,2,-1,-1
0,31,30,47,2,-1,-1
31,0,30,47,2,-1,-1
0,32,46,35,2,-1,-1
32,0,46,35,2,-1,-1
1,2,52,63,2,-1,-1
2,1,52,63,2,-1,-1
1,4,37,41,2,-1,-1
4,1,37,41,2,-1,-1
1,7,55,22,2,-1,-1
7,1,55,22,2,-1,-1
1,8,41,32,2,-1,-1
8,1,41,32,2,-1,-1
1,12,48,17,2,-1,-1
12,1,48,17,2,-1,-1
1,13,17,38,2,-1,-1
13,1,17,38,2,-1,-1
1,15,43,37,2,-1,-1
15,1,43,37,2,-1,-1
1,16,45,93,2,-1,-1
16,1,45,93,2,-1,-1
1,20,27,52,2,-1,-1
20,1,27,52,2,-1,-1
1,25,31,65,2,-1,-1
25,1,31,65,2,-1,-1
1,26,18,39,2,-1,-1
26,1,18,39,2,-1,-1
1,30,31,40,2,-1,-1
30,1,31,40,2,-1,-1
1,31,34,46,2,-1,-1
31,1,34,46,2,-1,-1
1,32,46,38,2,-1,-1
32,1,46,38,2,-1,-1
2,6,27,62,2,-1,-1
6,2,27,62,2,-1,-1
2,7,13,80,2,-1,-1
7,2,13,80,2,-1,-1
2,12,7,91,2,-1,-1
12,2,7,91,2,-1,-1
2,13,35,79,2,-1,-1
13,2,35,79,2,-1,-1
2,15,47,53,2,-1,-1
15,2,47,53,2,-1,-1
2,18,52,68,2,-1,-1
18,2,52,68,2,-1,-1
2,19,8,59,2,-1,-1
19,2,8,59,2,-1,-1
2,22,10,49,2,-1,-1
22,2,10,49,2,-1,-1
2,23,3,32,2,-1,-1
23,2,3,32,2,-1,-1
2,24,31,81,2,-1,-1
24,2,31,81,2,-1,-1
2,26,33,77,2,-1,-1
26,2,33,77,2,-1,-1
2,27,75,40,2,-1,-1
27,2,75,40,2,-1,-1
2,30,49,31,2,-1,-1
30,2,49,31,2,-1,-1
2,31,29,54,2,-1,-1
31,2,29,54,2,-1,-1
2,32,10,14,2,-1,-1
32,2,10,14,2,-1,-1
3,5,30,37,2,-1,-1
5,3,30,37,2,-1,-1
3,6,33,49,2,-1,-1
6,3,33,49,2,-1,-1
3,12,49,30,2,-1,-1
12,3,49,30,2,-1,-1
3,13,21,57,2,-1,-1
13,3,21,57,2,-1,-1
3,14,31,61,2,-1,-1
14,3,31,61,2,-1,-1
3,29,65,37,2,-1,-1
29,3,65,37,2,-1,-1
3,30,7,85,2,-1,-1
30,3,7,85,2,-1,-1
3,32,40,69,2,-1,-1
32,3,40,69,2,-1,-1
4,8,3,29,2,-1,-1
8,4,3,29,2,-1,-1
4,11,37,32,2,-1,-1
11,4,37,32,2,-1,-1
4,14,41,44,2,-1,-1
14,4,41,44,2,-1,-1
4,15,6,55,2,-1,-1
15,4,6,55,2,-1,-1
4,16,19,47,2,-1,-1
16,4,19,47,2,-1,-1
4,17,46,5,2,-1,-1
17,4,46,5,2,-1,-1
4,19,39,45,2,-1,-1
19,4,39,45,2,-1,-1
4,23,50,52,2,-1,-1
23,4,50,52,2,-1,-1
4,25,18,48,2,-1,-1
25,4,18,48,2,-1,-1
4,26,35,58,2,-1,-1
26,4,35,58,2,-1,-1
4,27,39,37,2,-1,-1
27,4,39,37,2,-1,-1
4,28,20,54,2,-1,-1
28,4,20,54,2,-1,-1
4,32,49,4,2,-1,-1
32,4,49,4,2,-1,-1
5,6,5,36,2,-1,-1
6,5,5,36,2,-1,-1
5,8,35,24,2,-1,-1
8,5,35,24,2,-1,-1
5,10,26,67,2,-1,-1
10,5,26,67,2,-1,-1
5,12,21,77,2,-1,-1
12,5,21,77,2,-1,-1
5,14,10,29,2,-1,-1
14,5,10,29,2,-1,-1
5,16,27,37,2,-1,-1
16,5,27,37,2,-1,-1
5,17,22,30,2,-1,-1
