from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,13,73,2,-1,-1
1,0,13,73,2,-1,-1
0,2,16,69,2,-1,-1
2,0,16,69,2,-1,-1
0,6,25,42,2,-1,-1
6,0,25,42,2,-1,-1
0,9,8,23,2,-1,-1
9,0,8,23,2,-1,-1
0,11,41,31,2,-1,-1
11,0,41,31,2,-1,-1
0,12,29,53,2,-1,-1
12,0,29,53,2,-1,-1
0,13,26,81,2,-1,-1
13,0,26,81,2,-1,-1
0,14,38,93,2,-1,-1
14,0,38,93,2,-1,-1
0,15,24,51,2,-1,-1
15,0,24,51,2,-1,-1
0,16,32,31,2,-1,-1
16,0,32,31,2,-1,-1
0,17,6,83,2,-1,-1
17,0,6,83,2,-1,-1
0,20,11,89,2,-1,-1
20,0,11,89,2,-1,-1
0,21,46,22,2,-1,-1
21,0,46,22,2,-1,-1
0,25,15,39,2,-1,-1
25,0,15,39,2,-1,-1
0,31,17,39,2,-1,-1
31,0,17,39,2,-1,-1
0,32,20,66,2,-1,-1
32,0,20,66,2,-1,-1
1,8,28,46,2,-1,-1
8,1,28,46,2,-1,-1
1,9,12,63,2,-1,-1
9,1,12,63,2,-1,-1
1,11,54,35,2,-1,-1
11,1,54,35,2,-1,-1
1,12,22,43,2,-1,-1
12,1,22,43,2,-1,-1
1,13,39,71,2,-1,-1
13,1,39,71,2,-1,-1
1,17,15,69,2,-1,-1
17,1,15,69,2,-1,-1
1,18,28,23,2,-1,-1
18,1,28,23,2,-1,-1
1,20,23,46,2,-1,-1
20,1,23,46,2,-1,-1
1,21,59,43,2,-1,-1
21,1,59,43,2,-1,-1
1,22,16,49,2,-1,-1
22,1,16,49,2,-1,-1
1,24,10,64,2,-1,-1
24,1,10,64,2,-1,-1
1,25,8,72,2,-1,-1
25,1,8,72,2,-1,-1
1,26,12,50,2,-1,-1
26,1,12,50,2,-1,-1
1,30,35,43,2,-1,-1
30,1,35,43,2,-1,-1
2,3,32,57,2,-1,-1
3,2,32,57,2,-1,-1
2,5,54,56,2,-1,-1
5,2,54,56,2,-1,-1
2,6,22,47,2,-1,-1
6,2,22,47,2,-1,-1
2,8,9,91,2,-1,-1
8,2,9,91,2,-1,-1
2,9,24,7,2,-1,-1
9,2,24,7,2,-1,-1
2,10,11,57,2,-1,-1
10,2,11,57,2,-1,-1
2,16,47,61,2,-1,-1
16,2,47,61,2,-1,-1
2,20,27,45,2,-1,-1
20,2,27,45,2,-1,-1
2,23,7,28,2,-1,-1
23,2,7,28,2,-1,-1
2,24,21,80,2,-1,-1
24,2,21,80,2,-1,-1
2,25,26,24,2,-1,-1
25,2,26,24,2,-1,-1
2,31,5,58,2,-1,-1
31,2,5,58,2,-1,-1
3,4,19,36,2,-1,-1
4,3,19,36,2,-1,-1
3,6,24,43,2,-1,-1
6,3,24,43,2,-1,-1
3,8,37,63,2,-1,-1
8,3,37,63,2,-1,-1
3,9,20,18,2,-1,-1
9,3,20,18,2,-1,-1
3,13,18,63,2,-1,-1
13,3,18,63,2,-1,-1
3,14,19,30,2,-1,-1
14,3,19,30,2,-1,-1
3,16,36,60,2,-1,-1
16,3,36,60,2,-1,-1
3,19,21,48,2,-1,-1
19,3,21,48,2,-1,-1
3,21,27,69,2,-1,-1
21,3,27,69,2,-1,-1
3,22,42,31,2,-1,-1
22,3,42,31,2,-1,-1
3,23,37,72,2,-1,-1
23,3,37,72,2,-1,-1
3,25,30,26,2,-1,-1
25,3,30,26,2,-1,-1
3,26,35,71,2,-1,-1
26,3,35,71,2,-1,-1
3,27,35,71,2,-1,-1
27,3,35,71,2,-1,-1
3,30,42,80,2,-1,-1
30,3,42,80,2,-1,-1
3,31,34,39,2,-1,-1
31,3,34,39,2,-1,-1
3,32,38,53,2,-1,-1
32,3,38,53,2,-1,-1
4,7,53,54,2,-1,-1
7,4,53,54,2,-1,-1
4,10,44,58,2,-1,-1
10,4,44,58,2,-1,-1
4,13,28,14,2,-1,-1
13,4,28,14,2,-1,-1
4,14,5,43,2,-1,-1
14,4,5,43,2,-1,-1
4,15,28,58,2,-1,-1
15,4,28,58,2,-1,-1
4,18,42,74,2,-1,-1
18,4,42,74,2,-1,-1
4,19,33,80,2,-1,-1
19,4,33,80,2,-1,-1
4,21,10,65,2,-1,-1
21,4,10,65,2,-1,-1
4,24,40,58,2,-1,-1
24,4,40,58,2,-1,-1
4,25,48,38,2,-1,-1
25,4,48,38,2,-1,-1
4,27,22,92,2,-1,-1
27,4,22,92,2,-1,-1
4,28,6,59,2,-1,-1
28,4,6,59,2,-1,-1
4,29,19,17,2,-1,-1
29,4,19,17,2,-1,-1
4,32,57,29,2,-1,-1
32,4,57,29,2,-1,-1
5,8,56,30,2,-1,-1
8,5,56,30,2,-1,-1
5,10,45,79,2,-1,-1
10,5,45,79,2,-1,-1
5,11,8,71,2,-1,-1
11,5,8,71,2,-1,-1
5,17,47,49,2,-1,-1
17,5,47,49,2,-1,-1
5,21,6,55,2,-1,-1
21,5,6,55,2,-1,-1
5,27,5,65,2,-1,-1
27,5,5,65,2,-1,-1
5,28,14,47,2,-1,-1
28,5,14,47,2,-1,-1
5,29,34,69,2,-1,-1
29,5,34,69,2,-1,-1
6,7,56,72,2,-1,-1
7,6,56,72,2,-1,-1
6,13,8,38,2,-1,-1
13,6,8,38,2,-1,-1
6,14,39,25,2,-1,-1
14,6,39,25,2,-1,-1
6,15,8,32,2,-1,-1
15,6,8,32,2,-1,-1
6,16,55,28,2,-1,-1
16,6,55,28,2,-1,-1
6,20,27,70,2,-1,-1
20,6,27,70,2,-1,-1
6,23,22,72,2,-1,-1
23,6,22,72,2,-1,-1
6,24,31,77,2,-1,-1
24,6,31,77,2,-1,-1
6,25,40,76,2,-1,-1
25,6,40,76,2,-1,-1
6,26,46,90,2,-1,-1
