from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,33,55,2,-1,-1
1,0,33,55,2,-1,-1
0,16,7,57,2,-1,-1
16,0,7,57,2,-1,-1
1,3,23,50,2,-1,-1
3,1,23,50,2,-1,-1
1,7,4,38,2,-1,-1
7,1,4,38,2,-1,-1
1,14,10,46,2,-1,-1
14,1,10,46,2,-1,-1
1,18,7,15,2,-1,-1
18,1,7,15,2,-1,-1
2,7,12,54,2,-1,-1
7,2,12,54,2,-1,-1
2,14,9,33,2,-1,-1
14,2,9,33,2,-1,-1
3,22,33,43,2,-1,-1
22,3,33,43,2,-1,-1
3,31,12,55,2,-1,-1
31,3,12,55,2,-1,-1
4,5,21,60,2,-1,-1
5,4,21,60,2,-1,-1
4,8,6,43,2,-1,-1
8,4,6,43,2,-1,-1
4,25,10,49,2,-1,-1
25,4,10,49,2,-1,-1
5,9,22,78,2,-1,-1
9,5,22,78,2,-1,-1
5,17,31,42,2,-1,-1
17,5,31,42,2,-1,-1
5,18,10,53,2,-1,-1
18,5,10,53,2,-1,-1
5,22,18,62,2,-1,-1
22,5,18,62,2,-1,-1
5,25,11,77,2,-1,-1
25,5,11,77,2,-1,-1
7,21,22,0,2,-1,-1
21,7,22,0,2,-1,-1
7,31,15,66,2,-1,-1
31,7,15,66,2,-1,-1
8,9,8,46,2,-1,-1
9,8,8,46,2,-1,-1
8,14,4,74,2,-1,-1
14,8,4,74,2,-1,-1
8,18,7,67,2,-1,-1
18,8,7,67,2,-1,-1
9,18,15,96,2,-1,-1
18,9,15,96,2,-1,-1
9,25,11,56,2,-1,-1
25,9,11,56,2,-1,-1
11,27,33,32,2,-1,-1
27,11,33,32,2,-1,-1
12,16,4,85,2,-1,-1
16,12,4,85,2,-1,-1
13,16,9,57,2,-1,-1
16,13,9,57,2,-1,-1
14,21,11,17,2,-1,-1
21,14,11,17,2,-1,-1
14,23,22,26,2,-1,-1
23,14,22,26,2,-1,-1
15,21,13,80,2,-1,-1
21,15,13,80,2,-1,-1
15,25,7,58,2,-1,-1
25,15,7,58,2,-1,-1
15,31,23,61,2,-1,-1
31,15,23,61,2,-1,-1
16,31,29,39,2,-1,-1
31,16,29,39,2,-1,-1
17,23,32,27,2,-1,-1
23,17,32,27,2,-1,-1
17,24,23,41,2,-1,-1
24,17,23,41,2,-1,-1
18,21,12,51,2,-1,-1
21,18,12,51,2,-1,-1
18,31,24,37,2,-1,-1
31,18,24,37,2,-1,-1
19,28,8,52,2,-1,-1
28,19,8,52,2,-1,-1
20,24,17,78,2,-1,-1
24,20,17,78,2,-1,-1
20,27,6,51,2,-1,-1
27,20,6,51,2,-1,-1
21,23,11,13,2,-1,-1
23,21,11,13,2,-1,-1
21,26,7,49,2,-1,-1
26,21,7,49,2,-1,-1
23,26,15,66,2,-1,-1
26,23,15,66,2,-1,-1
25,26,10,36,2,-1,-1
26,25,10,36,2,-1,-1
