from,to,t0,c0,lanes,initial_SR,initial_FR
0,15,2,62,2,-1,-1
15,0,2,62,2,-1,-1
0,19,14,50,2,-1,-1
19,0,14,50,2,-1,-1
0,20,22,64,2,-1,-1
20,0,22,64,2,-1,-1
1,18,14,29,2,-1,-1
18,1,14,29,2,-1,-1
1,25,18,27,2,-1,-1
25,1,18,27,2,-1,-1
1,26,21,52,2,-1,-1
26,1,21,52,2,-1,-1
1,28,32,66,2,-1,-1
28,1,32,66,2,-1,-1
2,3,11,30,2,-1,-1
3,2,11,30,2,-1,-1
2,20,10,32,2,-1,-1
20,2,10,32,2,-1,-1
3,5,30,57,2,-1,-1
5,3,30,57,2,-1,-1
3,15,23,94,2,-1,-1
15,3,23,94,2,-1,-1
3,23,18,69,2,-1,-1
23,3,18,69,2,-1,-1
3,31,9,78,2,-1,-1
31,3,9,78,2,-1,-1
4,7,15,0,2,-1,-1
7,4,15,0,2,-1,-1
4,20,16,7,2,-1,-1
20,4,16,7,2,-1,-1
4,23,1,28,2,-1,-1
23,4,1,28,2,-1,-1
4,25,22,66,2,-1,-1
25,4,22,66,2,-1,-1
6,17,16,49,2,-1,-1
17,6,16,49,2,-1,-1
7,30,15,65,2,-1,-1
30,7,15,65,2,-1,-1
8,9,13,41,2,-1,-1
9,8,13,41,2,-1,-1
8,11,22,85,2,-1,-1
11,8,22,85,2,-1,-1
8,15,28,30,2,-1,-1
15,8,28,30,2,-1,-1
9,11,15,63,2,-1,-1
11,9,15,63,2,-1,-1
9,14,15,48,2,-1,-1
14,9,15,48,2,-1,-1
9,24,14,64,2,-1,-1
24,9,14,64,2,-1,-1
10,13,19,80,2,-1,-1
13,10,19,80,2,-1,-1
12,27,25,55,2,-1,-1
27,12,25,55,2,-1,-1
12,28,7,46,2,-1,-1
28,12,7,46,2,-1,-1
14,18,19,30,2,-1,-1
18,14,19,30,2,-1,-1
16,18,10,20,2,-1,-1
18,16,10,20,2,-1,-1
17,23,6,56,2,-1,-1
23,17,6,56,2,-1,-1
20,31,7,36,2,-1,-1
31,20,7,36,2,-1,-1
24,29,16,16,2,-1,-1
29,24,16,16,2,-1,-1
28,29,20,71,2,-1,-1
29,28,20,71,2,-1,-1
