from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,22,58,2,-1,-1
1,0,22,58,2,-1,-1
0,2,29,94,2,-1,-1
2,0,29,94,2,-1,-1
0,3,35,75,2,-1,-1
3,0,35,75,2,-1,-1
0,5,19,48,2,-1,-1
5,0,19,48,2,-1,-1
0,8,14,70,2,-1,-1
8,0,14,70,2,-1,-1
1,6,11,71,2,-1,-1
6,1,11,71,2,-1,-1
1,8,11,70,2,-1,-1
8,1,11,70,2,-1,-1
2,6,34,48,2,-1,-1
6,2,34,48,2,-1,-1
3,7,5,41,2,-1,-1
7,3,5,41,2,-1,-1
4,8,22,64,2,-1,-1
8,4,22,64,2,-1,-1
5,6,34,69,2,-1,-1
6,5,34,69,2,-1,-1
5,9,28,28,2,-1,-1
9,5,28,28,2,-1,-1
6,8,21,44,2,-1,-1
8,6,21,44,2,-1,-1
8,9,32,52,2,-1,-1
9,8,32,52,2,-1,-1
