from,to,t0,c0,lanes,initial_SR,initial_FR
0,8,1,59,2,-1,-1
8,0,1,59,2,-1,-1
2,14,9,81,2,-1,-1
14,2,9,81,2,-1,-1
4,10,7,26,2,-1,-1
10,4,7,26,2,-1,-1
4,13,6,79,2,-1,-1
13,4,6,79,2,-1,-1
5,17,10,75,2,-1,-1
17,5,10,75,2,-1,-1
6,11,17,70,2,-1,-1
11,6,17,70,2,-1,-1
6,14,22,73,2,-1,-1
14,6,22,73,2,-1,-1
6,19,33,80,2,-1,-1
19,6,33,80,2,-1,-1
7,11,21,46,2,-1,-1
11,7,21,46,2,-1,-1
8,10,21,61,2,-1,-1
10,8,21,61,2,-1,-1
9,16,5,91,2,-1,-1
16,9,5,91,2,-1,-1
11,12,17,60,2,-1,-1
12,11,17,60,2,-1,-1
11,17,18,21,2,-1,-1
17,11,18,21,2,-1,-1
