x,y,SR_demand,exits,injured
0.09909476687059926,0.7638552119046785,78,0,1
0.05003295583287426,0.7878793625460896,92,0,1
0.24578037424858112,0.2570849033628001,114,0,1
0.27281330755344235,0.0763285167133203,103,0,1
0.7753845611700471,0.8897100678582376,99,0,1
0.6120605890280488,0.791329481373812,109,0,1
0.7832410097665302,0.4745749510569761,78,0,1
0.5274119462089016,0.5280171602971343,110,0,1
0.4582410378916595,0.33035419755442874,97,0,1
0.7951742673684342,0.7954985598622614,84,0,1
0.5447798296290135,0.8858381741140322,108,0,1
0.4824412263697816,0.7504655951799091,115,0,1
0.34024796320318673,0.7094703809712645,94,0,1
0.7486255077482328,0.6559797756191627,101,0,1
0.11426046523733357,0.330655561764186,114,0,1
0.3396296085904348,0.12999141419226745,100,0,1
0.48048237274148164,0.18148772073840225,104,0,1
0.08314302277301455,0.09174540989514923,102,0,1
0.0,0.0,0,1,0
0.5,0.0,0,1,0
0.0,1.0,0,1,0
0.5,1.0,0,1,0
