from,to,t0,c0,lanes,initial_SR,initial_FR
0,3,22,68,2,-1,-1
3,0,22,68,2,-1,-1
0,6,10,65,2,-1,-1
6,0,10,65,2,-1,-1
1,3,23,52,2,-1,-1
3,1,23,52,2,-1,-1
2,5,20,82,2,-1,-1
5,2,20,82,2,-1,-1
2,6,32,60,2,-1,-1
6,2,32,60,2,-1,-1
2,7,10,92,2,-1,-1
7,2,10,92,2,-1,-1
2,8,6,0,2,-1,-1
8,2,6,0,2,-1,-1
3,6,32,10,2,-1,-1
6,3,32,10,2,-1,-1
3,9,29,68,2,-1,-1
9,3,29,68,2,-1,-1
6,8,37,69,2,-1,-1
8,6,37,69,2,-1,-1
7,8,15,37,2,-1,-1
8,7,15,37,2,-1,-1
7,9,30,24,2,-1,-1
9,7,30,24,2,-1,-1
8,9,46,47,2,-1,-1
9,8,46,47,2,-1,-1
