from,to,t0,c0,lanes,initial_SR,initial_FR
0,2,31,21,2,-1,-1
2,0,31,21,2,-1,-1
0,3,34,57,2,-1,-1
3,0,34,57,2,-1,-1
0,5,15,45,2,-1,-1
5,0,15,45,2,-1,-1
0,6,49,32,2,-1,-1
6,0,49,32,2,-1,-1
0,8,42,51,2,-1,-1
8,0,42,51,2,-1,-1
0,11,28,46,2,-1,-1
11,0,28,46,2,-1,-1
0,13,24,73,2,-1,-1
13,0,24,73,2,-1,-1
0,19,8,86,2,-1,-1
19,0,8,86,2,-1,-1
0,20,58,101,2,-1,-1
20,0,58,101,2,-1,-1
1,2,12,38,2,-1,-1
2,1,12,38,2,-1,-1
1,6,31,26,2,-1,-1
6,1,31,26,2,-1,-1
1,13,27,11,2,-1,-1
13,1,27,11,2,-1,-1
1,15,6,36,2,-1,-1
15,1,6,36,2,-1,-1
1,21,37,49,2,-1,-1
21,1,37,49,2,-1,-1
2,6,40,36,2,-1,-1
6,2,40,36,2,-1,-1
2,11,32,51,2,-1,-1
11,2,32,51,2,-1,-1
2,12,47,54,2,-1,-1
12,2,47,54,2,-1,-1
2,13,28,78,2,-1,-1
13,2,28,78,2,-1,-1
2,14,55,31,2,-1,-1
14,2,55,31,2,-1,-1
2,15,18,56,2,-1,-1
15,2,18,56,2,-1,-1
2,19,29,41,2,-1,-1
19,2,29,41,2,-1,-1
2,20,66,49,2,-1,-1
20,2,66,49,2,-1,-1
2,21,46,32,2,-1,-1
21,2,46,32,2,-1,-1
3,7,16,72,2,-1,-1
7,3,16,72,2,-1,-1
3,9,18,72,2,-1,-1
9,3,18,72,2,-1,-1
3,11,10,21,2,-1,-1
11,3,10,21,2,-1,-1
3,12,36,37,2,-1,-1
12,3,36,37,2,-1,-1
3,14,19,37,2,-1,-1
14,3,19,37,2,-1,-1
3,15,36,84,2,-1,-1
15,3,36,84,2,-1,-1
3,19,42,26,2,-1,-1
19,3,42,26,2,-1,-1
3,20,24,36,2,-1,-1
20,3,24,36,2,-1,-1
4,8,41,46,2,-1,-1
8,4,41,46,2,-1,-1
4,14,67,41,2,-1,-1
14,4,67,41,2,-1,-1
4,19,23,88,2,-1,-1
19,4,23,88,2,-1,-1
5,6,34,19,2,-1,-1
6,5,34,19,2,-1,-1
5,7,34,63,2,-1,-1
7,5,34,63,2,-1,-1
5,10,20,32,2,-1,-1
10,5,20,32,2,-1,-1
5,13,8,46,2,-1,-1
13,5,8,46,2,-1,-1
5,14,38,49,2,-1,-1
14,5,38,49,2,-1,-1
5,16,45,5,2,-1,-1
16,5,45,5,2,-1,-1
5,17,21,51,2,-1,-1
17,5,21,51,2,-1,-1
5,18,33,48,2,-1,-1
18,5,33,48,2,-1,-1
5,19,22,38,2,-1,-1
19,5,22,38,2,-1,-1
6,13,25,48,2,-1,-1
13,6,25,48,2,-1,-1
6,14,21,43,2,-1,-1
14,6,21,43,2,-1,-1
6,17,34,56,2,-1,-1
17,6,34,56,2,-1,-1
6,18,65,50,2,-1,-1
18,6,65,50,2,-1,-1
6,19,55,24,2,-1,-1
19,6,55,24,2,-1,-1
6,20,34,73,2,-1,-1
20,6,34,73,2,-1,-1
6,21,6,67,2,-1,-1
21,6,6,67,2,-1,-1
7,8,26,22,2,-1,-1
8,7,26,22,2,-1,-1
7,9,10,76,2,-1,-1
9,7,10,76,2,-1,-1
7,10,47,47,2,-1,-1
10,7,47,47,2,-1,-1
7,14,6,32,2,-1,-1
14,7,6,32,2,-1,-1
7,15,36,84,2,-1,-1
15,7,36,84,2,-1,-1
7,17,25,59,2,-1,-1
17,7,25,59,2,-1,-1
7,20,20,58,2,-1,-1
20,7,20,58,2,-1,-1
7,21,11,66,2,-1,-1
21,7,11,66,2,-1,-1
8,9,15,38,2,-1,-1
9,8,15,38,2,-1,-1
8,15,10,0,2,-1,-1
15,8,10,0,2,-1,-1
8,16,16,65,2,-1,-1
16,8,16,65,2,-1,-1
8,19,46,24,2,-1,-1
19,8,46,24,2,-1,-1
8,20,46,54,2,-1,-1
20,8,46,54,2,-1,-1
8,21,20,94,2,-1,-1
21,8,20,94,2,-1,-1
9,10,46,61,2,-1,-1
10,9,46,61,2,-1,-1
9,11,17,36,2,-1,-1
11,9,17,36,2,-1,-1
9,14,17,35,2,-1,-1
14,9,17,35,2,-1,-1
9,16,22,57,2,-1,-1
16,9,22,57,2,-1,-1
9,21,8,74,2,-1,-1
21,9,8,74,2,-1,-1
10,12,6,74,2,-1,-1
12,10,6,74,2,-1,-1
10,13,27,42,2,-1,-1
13,10,27,42,2,-1,-1
10,17,22,53,2,-1,-1
17,10,22,53,2,-1,-1
10,18,13,72,2,-1,-1
18,10,13,72,2,-1,-1
10,19,23,84,2,-1,-1
19,10,23,84,2,-1,-1
10,21,54,71,2,-1,-1
21,10,54,71,2,-1,-1
11,13,4,67,2,-1,-1
13,11,4,67,2,-1,-1
11,17,17,51,2,-1,-1
17,11,17,51,2,-1,-1
11,18,42,38,2,-1,-1
18,11,42,38,2,-1,-1
11,19,35,52,2,-1,-1
19,11,35,52,2,-1,-1
11,21,25,34,2,-1,-1
21,11,25,34,2,-1,-1
12,14,55,65,2,-1,-1
14,12,55,65,2,-1,-1
12,16,70,42,2,-1,-1
16,12,70,42,2,-1,-1
12,17,29,48,2,-1,-1
17,12,29,48,2,-1,-1
12,18,8,39,2,-1,-1
18,12,8,39,2,-1,-1
12,19,22,67,2,-1,-1
19,12,22,67,2,-1,-1
12,21,60,45,2,-1,-1
21,12,60,45,2,-1,-1
13,14,31,0,2,-1,-1
14,13,31,0,2,-1,-1
13,16,37,95,2,-1,-1
16,13,37,95,2,-1,-1
13,18,41,27,2,-1,-1
18,13,41,27,2,-1,-1
13,20,39,93,2,-1,-1
20,13,39,93,2,-1,-1
14,15,43,47,2,-1,-1
15,14,43,47,2,-1,-1
14,16,37,41,2,-1,-1
16,14,37,41,2,-1,-1
14,17,26,27,2,-1,-1
17,14,26,27,2,-1,-1
14,19,61,11,2,-1,-1
19,14,61,11,2,-1,-1
14,20,13,29,2,-1,-1
20,14,13,29,2,-1,-1
14,21,16,28,2,-1,-1
21,14,16,28,2,-1,-1
15,19,42,42,2,-1,-1
19,15,42,42,2,-1,-1
15,21,30,59,2,-1,-1
21,15,30,59,2,-1,-1
16,21,20,46,2,-1,-1
21,16,20,46,2,-1,-1
17,20,27,59,2,-1,-1
20,17,27,59,2,-1,-1
18,19,30,38,2,-1,-1
19,18,30,38,2,-1,-1
