from,to,t0,c0,lanes,initial_SR,initial_FR
1,4,26,55,2,-1,-1
4,1,26,55,2,-1,-1
2,5,2,67,2,-1,-1
5,2,2,67,2,-1,-1
2,6,27,47,2,-1,-1
6,2,27,47,2,-1,-1
2,7,21,27,2,-1,-1
7,2,21,27,2,-1,-1
3,6,15,29,2,-1,-1
6,3,15,29,2,-1,-1
4,6,27,37,2,-1,-1
6,4,27,37,2,-1,-1
5,6,27,45,2,-1,-1
6,5,27,45,2,-1,-1
5,7,23,87,2,-1,-1
7,5,23,87,2,-1,-1
5,8,16,93,2,-1,-1
8,5,16,93,2,-1,-1
6,7,31,32,2,-1,-1
7,6,31,32,2,-1,-1
6,8,31,32,2,-1,-1
8,6,31,32,2,-1,-1
6,9,39,48,2,-1,-1
9,6,39,48,2,-1,-1
7,10,36,67,2,-1,-1
10,7,36,67,2,-1,-1
8,9,24,40,2,-1,-1
9,8,24,40,2,-1,-1
8,10,40,61,2,-1,-1
10,8,40,61,2,-1,-1
