from,to,t0,c0,lanes,initial_SR,initial_FR
0,2,3,51,2,-1,-1
2,0,3,51,2,-1,-1
0,7,34,89,2,-1,-1
7,0,34,89,2,-1,-1
1,3,39,41,2,-1,-1
3,1,39,41,2,-1,-1
1,5,42,70,2,-1,-1
5,1,42,70,2,-1,-1
1,9,15,61,2,-1,-1
9,1,15,61,2,-1,-1
2,3,35,35,2,-1,-1
3,2,35,35,2,-1,-1
2,5,35,55,2,-1,-1
5,2,35,55,2,-1,-1
2,8,47,27,2,-1,-1
8,2,47,27,2,-1,-1
3,5,3,68,2,-1,-1
5,3,3,68,2,-1,-1
4,10,10,63,2,-1,-1
10,4,10,63,2,-1,-1
5,10,18,39,2,-1,-1
10,5,18,39,2,-1,-1
6,7,32,36,2,-1,-1
7,6,32,36,2,-1,-1
6,8,25,63,2,-1,-1
8,6,25,63,2,-1,-1
7,8,12,36,2,-1,-1
8,7,12,36,2,-1,-1
7,9,40,70,2,-1,-1
9,7,40,70,2,-1,-1
