from,to,t0,c0,lanes,initial_SR,initial_FR
0,9,20,46,2,-1,-1
9,0,20,46,2,-1,-1
0,16,3,5,2,-1,-1
16,0,3,5,2,-1,-1
0,25,28,73,2,-1,-1
25,0,28,73,2,-1,-1
1,4,34,34,2,-1,-1
4,1,34,34,2,-1,-1
1,31,19,51,2,-1,-1
31,1,19,51,2,-1,-1
2,29,6,68,2,-1,-1
29,2,6,68,2,-1,-1
3,7,4,37,2,-1,-1
7,3,4,37,2,-1,-1
3,16,22,91,2,-1,-1
16,3,22,91,2,-1,-1
4,13,9,29,2,-1,-1
13,4,9,29,2,-1,-1
5,9,17,36,2,-1,-1
9,5,17,36,2,-1,-1
5,26,27,37,2,-1,-1
26,5,27,37,2,-1,-1
7,10,11,17,2,-1,-1
10,7,11,17,2,-1,-1
7,17,11,45,2,-1,-1
17,7,11,45,2,-1,-1
7,20,17,41,2,-1,-1
20,7,17,41,2,-1,-1
8,9,6,62,2,-1,-1
9,8,6,62,2,-1,-1
8,15,10,79,2,-1,-1
15,8,10,79,2,-1,-1
8,21,6,55,2,-1,-1
21,8,6,55,2,-1,-1
9,21,0,78,2,-1,-1
21,9,0,78,2,-1,-1
11,15,18,26,2,-1,-1
15,11,18,26,2,-1,-1
11,32,4,31,2,-1,-1
32,11,4,31,2,-1,-1
12,14,21,38,2,-1,-1
14,12,21,38,2,-1,-1
12,27,17,77,2,-1,-1
27,12,17,77,2,-1,-1
13,30,17,48,2,-1,-1
30,13,17,48,2,-1,-1
14,20,30,74,2,-1,-1
20,14,30,74,2,-1,-1
14,21,31,26,2,-1,-1
21,14,31,26,2,-1,-1
14,28,15,14,2,-1,-1
28,14,15,14,2,-1,-1
16,20,11,54,2,-1,-1
20,16,11,54,2,-1,-1
16,26,31,55,2,-1,-1
26,16,31,55,2,-1,-1
18,19,10,71,2,-1,-1
19,18,10,71,2,-1,-1
18,28,10,45,2,-1,-1
28,18,10,45,2,-1,-1
21,22,6,49,2,-1,-1
22,21,6,49,2,-1,-1
22,24,12,32,2,-1,-1
24,22,12,32,2,-1,-1
23,32,20,63,2,-1,-1
32,23,20,63,2,-1,-1
