from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,20,45,2,-1,-1
1,0,20,45,2,-1,-1
0,27,34,33,2,-1,-1
27,0,34,33,2,-1,-1
1,17,17,31,2,-1,-1
17,1,17,31,2,-1,-1
2,9,3,57,2,-1,-1
9,2,3,57,2,-1,-1
2,14,23,37,2,-1,-1
14,2,23,37,2,-1,-1
2,19,26,48,2,-1,-1
19,2,26,48,2,-1,-1
3,7,8,14,2,-1,-1
7,3,8,14,2,-1,-1
3,13,14,82,2,-1,-1
13,3,14,82,2,-1,-1
3,20,11,43,2,-1,-1
20,3,11,43,2,-1,-1
4,11,18,32,2,-1,-1
11,4,18,32,2,-1,-1
4,14,13,58,2,-1,-1
14,4,13,58,2,-1,-1
5,26,28,38,2,-1,-1
26,5,28,38,2,-1,-1
6,7,23,56,2,-1,-1
7,6,23,56,2,-1,-1
6,26,12,63,2,-1,-1
26,6,12,63,2,-1,-1
7,12,13,33,2,-1,-1
12,7,13,33,2,-1,-1
7,23,17,26,2,-1,-1
23,7,17,26,2,-1,-1
8,22,18,41,2,-1,-1
22,8,18,41,2,-1,-1
9,24,9,78,2,-1,-1
24,9,9,78,2,-1,-1
10,13,8,73,2,-1,-1
13,10,8,73,2,-1,-1
11,15,10,44,2,-1,-1
15,11,10,44,2,-1,-1
11,17,8,61,2,-1,-1
17,11,8,61,2,-1,-1
12,13,8,33,2,-1,-1
13,12,8,33,2,-1,-1
12,14,18,55,2,-1,-1
14,12,18,55,2,-1,-1
12,20,16,99,2,-1,-1
20,12,16,99,2,-1,-1
13,21,32,12,2,-1,-1
21,13,32,12,2,-1,-1
15,23,31,64,2,-1,-1
23,15,31,64,2,-1,-1
15,24,7,92,2,-1,-1
24,15,7,92,2,-1,-1
15,32,11,10,2,-1,-1
32,15,11,10,2,-1,-1
17,21,20,51,2,-1,-1
21,17,20,51,2,-1,-1
18,27,8,52,2,-1,-1
27,18,8,52,2,-1,-1
19,20,18,39,2,-1,-1
20,19,18,39,2,-1,-1
20,21,35,73,2,-1,-1
21,20,35,73,2,-1,-1
20,25,20,46,2,-1,-1
25,20,20,46,2,-1,-1
21,24,4,61,2,-1,-1
24,21,4,61,2,-1,-1
21,25,18,65,2,-1,-1
25,21,18,65,2,-1,-1
22,27,18,26,2,-1,-1
27,22,18,26,2,-1,-1
23,25,14,33,2,-1,-1
25,23,14,33,2,-1,-1
23,29,20,35,2,-1,-1
29,23,20,35,2,-1,-1
24,25,15,50,2,-1,-1
25,24,15,50,2,-1,-1
