from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,12,27,2,-1,-1
1,0,12,27,2,-1,-1
0,2,37,55,2,-1,-1
2,0,37,55,2,-1,-1
0,3,36,27,2,-1,-1
3,0,36,27,2,-1,-1
0,4,25,57,2,-1,-1
4,0,25,57,2,-1,-1
0,7,67,63,2,-1,-1
7,0,67,63,2,-1,-1
0,8,29,12,2,-1,-1
8,0,29,12,2,-1,-1
0,9,31,49,2,-1,-1
9,0,31,49,2,-1,-1
0,10,30,38,2,-1,-1
10,0,30,38,2,-1,-1
0,11,24,25,2,-1,-1
11,0,24,25,2,-1,-1
0,12,45,36,2,-1,-1
12,0,45,36,2,-1,-1
0,13,28,62,2,-1,-1
13,0,28,62,2,-1,-1
0,15,4,55,2,-1,-1
15,0,4,55,2,-1,-1
0,16,23,23,2,-1,-1
16,0,23,23,2,-1,-1
0,17,34,64,2,-1,-1
17,0,34,64,2,-1,-1
0,19,14,82,2,-1,-1
19,0,14,82,2,-1,-1
1,4,19,48,2,-1,-1
4,1,19,48,2,-1,-1
1,6,3,48,2,-1,-1
6,1,3,48,2,-1,-1
1,8,22,33,2,-1,-1
8,1,22,33,2,-1,-1
1,10,18,0,2,-1,-1
10,1,18,0,2,-1,-1
1,11,20,30,2,-1,-1
11,1,20,30,2,-1,-1
1,12,38,40,2,-1,-1
12,1,38,40,2,-1,-1
1,13,32,28,2,-1,-1
13,1,32,28,2,-1,-1
1,16,11,98,2,-1,-1
16,1,11,98,2,-1,-1
1,18,16,91,2,-1,-1
18,1,16,91,2,-1,-1
1,19,22,69,2,-1,-1
19,1,22,69,2,-1,-1
2,3,4,52,2,-1,-1
3,2,4,52,2,-1,-1
2,5,39,56,2,-1,-1
5,2,39,56,2,-1,-1
2,6,22,40,2,-1,-1
6,2,22,40,2,-1,-1
2,7,57,54,2,-1,-1
7,2,57,54,2,-1,-1
2,8,25,55,2,-1,-1
8,2,25,55,2,-1,-1
2,10,6,72,2,-1,-1
10,2,6,72,2,-1,-1
2,12,34,42,2,-1,-1
12,2,34,42,2,-1,-1
2,14,23,34,2,-1,-1
14,2,23,34,2,-1,-1
2,17,21,46,2,-1,-1
17,2,21,46,2,-1,-1
2,21,35,88,2,-1,-1
21,2,35,88,2,-1,-1
3,4,22,54,2,-1,-1
4,3,22,54,2,-1,-1
3,5,34,8,2,-1,-1
5,3,34,8,2,-1,-1
3,9,39,61,2,-1,-1
9,3,39,61,2,-1,-1
3,10,6,0,2,-1,-1
10,3,6,0,2,-1,-1
3,14,19,41,2,-1,-1
14,3,19,41,2,-1,-1
3,15,35,73,2,-1,-1
15,3,35,73,2,-1,-1
3,16,16,53,2,-1,-1
16,3,16,53,2,-1,-1
3,17,17,37,2,-1,-1
17,3,17,37,2,-1,-1
3,19,42,39,2,-1,-1
19,3,42,39,2,-1,-1
3,20,24,79,2,-1,-1
20,3,24,79,2,-1,-1
3,21,31,55,2,-1,-1
21,3,31,55,2,-1,-1
4,6,16,53,2,-1,-1
6,4,16,53,2,-1,-1
4,8,3,56,2,-1,-1
8,4,3,56,2,-1,-1
4,9,17,45,2,-1,-1
9,4,17,45,2,-1,-1
4,10,21,23,2,-1,-1
10,4,21,23,2,-1,-1
4,12,19,66,2,-1,-1
12,4,19,66,2,-1,-1
4,13,23,23,2,-1,-1
13,4,23,23,2,-1,-1
4,14,28,52,2,-1,-1
14,4,28,52,2,-1,-1
4,15,26,29,2,-1,-1
15,4,26,29,2,-1,-1
4,17,10,65,2,-1,-1
17,4,10,65,2,-1,-1
4,19,24,32,2,-1,-1
19,4,24,32,2,-1,-1
4,21,36,75,2,-1,-1
21,4,36,75,2,-1,-1
5,10,39,53,2,-1,-1
10,5,39,53,2,-1,-1
5,11,30,43,2,-1,-1
11,5,30,43,2,-1,-1
5,12,10,61,2,-1,-1
