from,to,t0,c0,lanes,initial_SR,initial_FR
0,2,23,44,2,-1,-1
2,0,23,44,2,-1,-1
0,4,22,41,2,-1,-1
4,0,22,41,2,-1,-1
0,7,45,56,2,-1,-1
7,0,45,56,2,-1,-1
0,11,23,64,2,-1,-1
11,0,23,64,2,-1,-1
0,13,26,50,2,-1,-1
13,0,26,50,2,-1,-1
0,19,43,67,2,-1,-1
19,0,43,67,2,-1,-1
0,22,37,42,2,-1,-1
22,0,37,42,2,-1,-1
0,23,34,22,2,-1,-1
23,0,34,22,2,-1,-1
0,25,54,59,2,-1,-1
25,0,54,59,2,-1,-1
0,29,51,28,2,-1,-1
29,0,51,28,2,-1,-1
1,5,15,51,2,-1,-1
5,1,15,51,2,-1,-1
1,6,34,66,2,-1,-1
6,1,34,66,2,-1,-1
1,8,9,30,2,-1,-1
8,1,9,30,2,-1,-1
1,11,53,70,2,-1,-1
11,1,53,70,2,-1,-1
1,12,18,83,2,-1,-1
12,1,18,83,2,-1,-1
1,13,34,14,2,-1,-1
13,1,34,14,2,-1,-1
1,14,5,39,2,-1,-1
14,1,5,39,2,-1,-1
1,15,37,106,2,-1,-1
15,1,37,106,2,-1,-1
1,16,54,33,2,-1,-1
16,1,54,33,2,-1,-1
1,17,25,59,2,-1,-1
17,1,25,59,2,-1,-1
1,18,47,76,2,-1,-1
18,1,47,76,2,-1,-1
1,19,20,30,2,-1,-1
19,1,20,30,2,-1,-1
1,21,46,81,2,-1,-1
21,1,46,81,2,-1,-1
1,26,22,42,2,-1,-1
26,1,22,42,2,-1,-1
1,29,15,42,2,-1,-1
29,1,15,42,2,-1,-1
2,4,15,24,2,-1,-1
4,2,15,24,2,-1,-1
2,6,29,64,2,-1,-1
6,2,29,64,2,-1,-1
2,10,29,54,2,-1,-1
10,2,29,54,2,-1,-1
2,11,3,51,2,-1,-1
11,2,3,51,2,-1,-1
2,13,24,42,2,-1,-1
13,2,24,42,2,-1,-1
2,14,61,37,2,-1,-1
14,2,61,37,2,-1,-1
2,15,43,67,2,-1,-1
15,2,43,67,2,-1,-1
2,16,27,34,2,-1,-1
16,2,27,34,2,-1,-1
2,20,17,65,2,-1,-1
20,2,17,65,2,-1,-1
2,22,32,40,2,-1,-1
22,2,32,40,2,-1,-1
2,24,40,55,2,-1,-1
24,2,40,55,2,-1,-1
2,25,46,66,2,-1,-1
25,2,46,66,2,-1,-1
2,29,54,39,2,-1,-1
29,2,54,39,2,-1,-1
2,30,23,42,2,-1,-1
30,2,23,42,2,-1,-1
2,31,8,0,2,-1,-1
31,2,8,0,2,-1,-1
2,32,20,61,2,-1,-1
32,2,20,61,2,-1,-1
3,6,22,26,2,-1,-1
6,3,22,26,2,-1,-1
