x,y,SR_demand,exits,injured
0.7186660075574072,0.7267980885117152,100,0,1
0.5073650685549916,0.13112124606527475,97,0,1
0.28173127691509725,0.9977417592754781,100,0,1
0.13243805528646968,0.6491620387921604,118,0,1
0.0678139048937727,0.878084203958881,100,0,1
0.30945579465297957,0.6982830820415311,124,0,1
0.4924785803135383,0.7391330152946751,109,0,1
0.7368478435911908,0.18502427892429218,109,0,1
0.6986385990510249,0.5935734263951843,90,0,1
0.2116460796353884,0.4908667676042918,93,0,1
0.1052618481300932,0.46831120619208333,103,0,1
0.5705233680840586,0.005972908813266731,118,0,1
0.3671103314424412,0.8478222877568024,94,0,1
0.7974173499114782,0.4917860634513701,118,0,1
0.5934206352188667,0.47476930469630285,96,0,1
0.7110323863926586,0.5019380854017598,107,0,1
0.6293315934357974,0.404563297361188,92,0,1
0.439673730554482,0.6037175162340498,88,0,1
0.8299253042106783,0.8649381903211198,94,0,1
0.4812579615031135,0.48764414251381616,84,0,1
0.9539775379244689,0.015636228999919233,98,0,1
0.4021647833485218,0.15332703526427993,87,0,1
0.6100708252605839,0.3029811227952699,106,0,1
0.9293732298775461,0.7288653372581062,93,0,1
0.4320122355929209,0.6684479705297265,94,0,1
0.7609605771618048,0.07669363095462989,92,0,1
0.608435399835539,0.6048057179219556,85,0,1
0.0,0.0,0,1,0
0.3333333333333333,0.0,0,1,0
0.6666666666666666,0.0,0,1,0
0.0,1.0,0,1,0
0.3333333333333333,1.0,0,1,0
0.6666666666666666,1.0,0,1,0
