from,to,t0,c0,lanes,initial_SR,initial_FR
0,5,32,34,2,-1,-1
5,0,32,34,2,-1,-1
0,11,19,42,2,-1,-1
11,0,19,42,2,-1,-1
0,23,8,54,2,-1,-1
23,0,8,54,2,-1,-1
0,26,30,64,2,-1,-1
26,0,30,64,2,-1,-1
1,9,23,36,2,-1,-1
9,1,23,36,2,-1,-1
1,17,4,45,2,-1,-1
17,1,4,45,2,-1,-1
2,27,15,56,2,-1,-1
27,2,15,56,2,-1,-1
2,28,4,36,2,-1,-1
28,2,4,36,2,-1,-1
4,10,7,52,2,-1,-1
10,4,7,52,2,-1,-1
5,6,18,74,2,-1,-1
6,5,18,74,2,-1,-1
5,15,8,55,2,-1,-1
15,5,8,55,2,-1,-1
5,18,12,34,2,-1,-1
18,5,12,34,2,-1,-1
5,20,31,39,2,-1,-1
20,5,31,39,2,-1,-1
6,9,9,66,2,-1,-1
9,6,9,66,2,-1,-1
6,14,19,23,2,-1,-1
14,6,19,23,2,-1,-1
6,32,14,56,2,-1,-1
32,6,14,56,2,-1,-1
7,12,19,34,2,-1,-1
12,7,19,34,2,-1,-1
7,16,24,11,2,-1,-1
16,7,24,11,2,-1,-1
7,21,4,30,2,-1,-1
21,7,4,30,2,-1,-1
8,23,5,60,2,-1,-1
23,8,5,60,2,-1,-1
9,32,6,31,2,-1,-1
32,9,6,31,2,-1,-1
10,14,22,44,2,-1,-1
14,10,22,44,2,-1,-1
12,13,6,61,2,-1,-1
13,12,6,61,2,-1,-1
12,22,20,31,2,-1,-1
22,12,20,31,2,-1,-1
13,17,18,70,2,-1,-1
17,13,18,70,2,-1,-1
13,18,21,54,2,-1,-1
18,13,21,54,2,-1,-1
14,18,10,36,2,-1,-1
18,14,10,36,2,-1,-1
14,19,10,54,2,-1,-1
19,14,10,54,2,-1,-1
18,31,23,44,2,-1,-1
31,18,23,44,2,-1,-1
19,22,22,7,2,-1,-1
22,19,22,7,2,-1,-1
20,24,3,41,2,-1,-1
24,20,3,41,2,-1,-1
24,31,7,61,2,-1,-1
31,24,7,61,2,-1,-1
25,26,19,31,2,-1,-1
26,25,19,31,2,-1,-1
26,28,8,27,2,-1,-1
28,26,8,27,2,-1,-1
