from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,50,13,2,-1,-1
1,0,50,13,2,-1,-1
0,2,26,6,2,-1,-1
2,0,26,6,2,-1,-1
0,3,53,38,2,-1,-1
3,0,53,38,2,-1,-1
0,4,25,57,2,-1,-1
4,0,25,57,2,-1,-1
0,8,26,0,2,-1,-1
8,0,26,0,2,-1,-1
1,2,24,50,2,-1,-1
2,1,24,50,2,-1,-1
1,3,23,76,2,-1,-1
3,1,23,76,2,-1,-1
1,5,21,87,2,-1,-1
5,1,21,87,2,-1,-1
1,7,39,25,2,-1,-1
7,1,39,25,2,-1,-1
1,9,28,47,2,-1,-1
9,1,28,47,2,-1,-1
1,10,59,45,2,-1,-1
10,1,59,45,2,-1,-1
2,5,14,26,2,-1,-1
5,2,14,26,2,-1,-1
2,7,19,39,2,-1,-1
7,2,19,39,2,-1,-1
2,8,22,74,2,-1,-1
8,2,22,74,2,-1,-1
3,5,22,80,2,-1,-1
5,3,22,80,2,-1,-1
3,7,54,64,2,-1,-1
7,3,54,64,2,-1,-1
3,8,28,1,2,-1,-1
8,3,28,1,2,-1,-1
3,9,51,64,2,-1,-1
9,3,51,64,2,-1,-1
4,6,16,36,2,-1,-1
6,4,16,36,2,-1,-1
4,10,9,47,2,-1,-1
10,4,9,47,2,-1,-1
5,6,26,69,2,-1,-1
6,5,26,69,2,-1,-1
5,7,33,34,2,-1,-1
7,5,33,34,2,-1,-1
5,8,12,60,2,-1,-1
8,5,12,60,2,-1,-1
6,7,8,33,2,-1,-1
7,6,8,33,2,-1,-1
6,10,26,51,2,-1,-1
10,6,26,51,2,-1,-1
7,8,38,27,2,-1,-1
8,7,38,27,2,-1,-1
8,9,58,48,2,-1,-1
9,8,58,48,2,-1,-1
8,10,50,58,2,-1,-1
10,8,50,58,2,-1,-1
