from,to,t0,c0,lanes,initial_SR,initial_FR
0,4,33,33,2,-1,-1
4,0,33,33,2,-1,-1
0,5,10,15,2,-1,-1
5,0,10,15,2,-1,-1
0,6,41,53,2,-1,-1
6,0,41,53,2,-1,-1
0,17,27,13,2,-1,-1
17,0,27,13,2,-1,-1
0,26,47,19,2,-1,-1
26,0,47,19,2,-1,-1
0,30,6,50,2,-1,-1
30,0,6,50,2,-1,-1
0,31,18,53,2,-1,-1
31,0,18,53,2,-1,-1
1,4,11,13,2,-1,-1
4,1,11,13,2,-1,-1
1,7,24,52,2,-1,-1
7,1,24,52,2,-1,-1
1,9,28,30,2,-1,-1
9,1,28,30,2,-1,-1
1,10,33,72,2,-1,-1
10,1,33,72,2,-1,-1
1,19,25,19,2,-1,-1
19,1,25,19,2,-1,-1
1,21,7,37,2,-1,-1
21,1,7,37,2,-1,-1
1,22,11,56,2,-1,-1
22,1,11,56,2,-1,-1
1,25,12,45,2,-1,-1
25,1,12,45,2,-1,-1
1,26,10,51,2,-1,-1
26,1,10,51,2,-1,-1
2,5,47,52,2,-1,-1
5,2,47,52,2,-1,-1
2,10,14,50,2,-1,-1
10,2,14,50,2,-1,-1
2,16,30,19,2,-1,-1
16,2,30,19,2,-1,-1
2,17,29,64,2,-1,-1
17,2,29,64,2,-1,-1
2,19,1,48,2,-1,-1
19,2,1,48,2,-1,-1
2,21,32,76,2,-1,-1
21,2,32,76,2,-1,-1
2,22,30,15,2,-1,-1
22,2,30,15,2,-1,-1
2,25,15,24,2,-1,-1
25,2,15,24,2,-1,-1
2,26,16,62,2,-1,-1
26,2,16,62,2,-1,-1
2,29,41,52,2,-1,-1
29,2,41,52,2,-1,-1
3,12,23,13,2,-1,-1
12,3,23,13,2,-1,-1
3,14,7,72,2,-1,-1
14,3,7,72,2,-1,-1
3,16,27,49,2,-1,-1
16,3,27,49,2,-1,-1
3,18,16,28,2,-1,-1
18,3,16,28,2,-1,-1
3,19,46,63,2,-1,-1
19,3,46,63,2,-1,-1
3,26,32,88,2,-1,-1
26,3,32,88,2,-1,-1
3,28,4,25,2,-1,-1
28,3,4,25,2,-1,-1
4,5,27,88,2,-1,-1
5,4,27,88,2,-1,-1
4,9,21,36,2,-1,-1
9,4,21,36,2,-1,-1
4,11,22,38,2,-1,-1
11,4,22,38,2,-1,-1
4,15,17,67,2,-1,-1
15,4,17,67,2,-1,-1
4,17,15,77,2,-1,-1
17,4,15,77,2,-1,-1
4,19,26,53,2,-1,-1
19,4,26,53,2,-1,-1
4,21,8,58,2,-1,-1
21,4,8,58,2,-1,-1
4,22,23,28,2,-1,-1
22,4,23,28,2,-1,-1
4,23,36,43,2,-1,-1
23,4,36,43,2,-1,-1
4,25,14,55,2,-1,-1
25,4,14,55,2,-1,-1
4,28,34,58,2,-1,-1
28,4,34,58,2,-1,-1
4,31,28,18,2,-1,-1
31,4,28,18,2,-1,-1
5,6,43,7,2,-1,-1
6,5,43,7,2,-1,-1
5,15,29,0,2,-1,-1
15,5,29,0,2,-1,-1
5,17,17,46,2,-1,-1
17,5,17,46,2,-1,-1
5,19,45,42,2,-1,-1
19,5,45,42,2,-1,-1
6,9,21,29,2,-1,-1
9,6,21,29,2,-1,-1
6,11,47,26,2,-1,-1
11,6,47,26,2,-1,-1
6,14,13,30,2,-1,-1
14,6,13,30,2,-1,-1
6,16,43,71,2,-1,-1
16,6,43,71,2,-1,-1
6,18,9,18,2,-1,-1
18,6,9,18,2,-1,-1
6,25,41,79,2,-1,-1
25,6,41,79,2,-1,-1
6,28,19,56,2,-1,-1
28,6,19,56,2,-1,-1
7,8,16,56,2,-1,-1
8,7,16,56,2,-1,-1
7,14,8,41,2,-1,-1
14,7,8,41,2,-1,-1
7,20,15,48,2,-1,-1
20,7,15,48,2,-1,-1
7,21,19,69,2,-1,-1
21,7,19,69,2,-1,-1
7,29,31,83,2,-1,-1
29,7,31,83,2,-1,-1
8,9,33,81,2,-1,-1
9,8,33,81,2,-1,-1
8,13,11,63,2,-1,-1
13,8,11,63,2,-1,-1
8,14,7,36,2,-1,-1
14,8,7,36,2,-1,-1
8,18,16,30,2,-1,-1
18,8,16,30,2,-1,-1
8,21,17,44,2,-1,-1
21,8,17,44,2,-1,-1
8,25,29,43,2,-1,-1
25,8,29,43,2,-1,-1
8,28,9,10,2,-1,-1
28,8,9,10,2,-1,-1
9,11,43,38,2,-1,-1
11,9,43,38,2,-1,-1
9,15,9,34,2,-1,-1
15,9,9,34,2,-1,-1
9,26,35,35,2,-1,-1
26,9,35,35,2,-1,-1
10,16,43,84,2,-1,-1
16,10,43,84,2,-1,-1
10,19,14,52,2,-1,-1
19,10,14,52,2,-1,-1
10,32,14,67,2,-1,-1
32,10,14,67,2,-1,-1
11,12,22,30,2,-1,-1
12,11,22,30,2,-1,-1
11,14,35,3,2,-1,-1
14,11,35,3,2,-1,-1
11,15,39,35,2,-1,-1
15,11,39,35,2,-1,-1
11,17,30,31,2,-1,-1
17,11,30,31,2,-1,-1
11,18,38,76,2,-1,-1
18,11,38,76,2,-1,-1
11,20,42,11,2,-1,-1
20,11,42,11,2,-1,-1
11,22,19,67,2,-1,-1
22,11,19,67,2,-1,-1
11,23,25,56,2,-1,-1
23,11,25,56,2,-1,-1
11,25,9,52,2,-1,-1
25,11,9,52,2,-1,-1
11,28,41,76,2,-1,-1
28,11,41,76,2,-1,-1
11,32,34,43,2,-1,-1
32,11,34,43,2,-1,-1
12,13,9,54,2,-1,-1
13,12,9,54,2,-1,-1
12,20,44,11,2,-1,-1
20,12,44,11,2,-1,-1
12,21,26,61,2,-1,-1
21,12,26,61,2,-1,-1
12,23,4,24,2,-1,-1
23,12,4,24,2,-1,-1
12,24,12,94,2,-1,-1
24,12,12,94,2,-1,-1
12,25,26,44,2,-1,-1
25,12,26,44,2,-1,-1
12,27,46,61,2,-1,-1
27,12,46,61,2,-1,-1
12,28,26,31,2,-1,-1
28,12,26,31,2,-1,-1
13,19,32,41,2,-1,-1
19,13,32,41,2,-1,-1
13,23,14,25,2,-1,-1
23,13,14,25,2,-1,-1
13,26,19,78,2,-1,-1
