from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,22,25,2,-1,-1
1,0,22,25,2,-1,-1
0,2,14,25,2,-1,-1
2,0,14,25,2,-1,-1
0,3,43,62,2,-1,-1
3,0,43,62,2,-1,-1
0,5,46,71,2,-1,-1
5,0,46,71,2,-1,-1
0,6,53,61,2,-1,-1
6,0,53,61,2,-1,-1
0,9,71,73,2,-1,-1
9,0,71,73,2,-1,-1
1,2,8,76,2,-1,-1
2,1,8,76,2,-1,-1
1,3,27,67,2,-1,-1
3,1,27,67,2,-1,-1
1,5,30,50,2,-1,-1
5,1,30,50,2,-1,-1
1,7,25,23,2,-1,-1
7,1,25,23,2,-1,-1
2,3,34,37,2,-1,-1
3,2,34,37,2,-1,-1
2,4,40,28,2,-1,-1
4,2,40,28,2,-1,-1
2,5,33,58,2,-1,-1
5,2,33,58,2,-1,-1
2,7,27,59,2,-1,-1
7,2,27,59,2,-1,-1
2,10,49,32,2,-1,-1
10,2,49,32,2,-1,-1
3,4,6,34,2,-1,-1
4,3,6,34,2,-1,-1
3,6,11,43,2,-1,-1
6,3,11,43,2,-1,-1
3,7,47,51,2,-1,-1
7,3,47,51,2,-1,-1
3,8,54,24,2,-1,-1
8,3,54,24,2,-1,-1
3,9,30,52,2,-1,-1
9,3,30,52,2,-1,-1
4,6,6,64,2,-1,-1
6,4,6,64,2,-1,-1
4,9,24,73,2,-1,-1
9,4,24,73,2,-1,-1
4,10,60,23,2,-1,-1
10,4,60,23,2,-1,-1
5,10,15,43,2,-1,-1
10,5,15,43,2,-1,-1
6,9,18,32,2,-1,-1
9,6,18,32,2,-1,-1
7,8,20,56,2,-1,-1
8,7,20,56,2,-1,-1
7,10,23,47,2,-1,-1
10,7,23,47,2,-1,-1
