from,to,t0,c0,lanes,initial_SR,initial_FR
0,2,11,41,2,-1,-1
2,0,11,41,2,-1,-1
0,5,10,16,2,-1,-1
5,0,10,16,2,-1,-1
0,6,23,65,2,-1,-1
6,0,23,65,2,-1,-1
0,7,32,73,2,-1,-1
7,0,32,73,2,-1,-1
0,8,19,55,2,-1,-1
8,0,19,55,2,-1,-1
0,11,26,53,2,-1,-1
11,0,26,53,2,-1,-1
0,14,5,54,2,-1,-1
14,0,5,54,2,-1,-1
0,15,35,66,2,-1,-1
15,0,35,66,2,-1,-1
0,16,15,60,2,-1,-1
16,0,15,60,2,-1,-1
0,17,6,56,2,-1,-1
17,0,6,56,2,-1,-1
0,19,34,37,2,-1,-1
19,0,34,37,2,-1,-1
0,21,26,74,2,-1,-1
21,0,26,74,2,-1,-1
1,5,19,45,2,-1,-1
5,1,19,45,2,-1,-1
1,8,32,47,2,-1,-1
8,1,32,47,2,-1,-1
1,9,18,37,2,-1,-1
9,1,18,37,2,-1,-1
1,10,19,30,2,-1,-1
10,1,19,30,2,-1,-1
1,12,8,60,2,-1,-1
12,1,8,60,2,-1,-1
1,16,18,29,2,-1,-1
16,1,18,29,2,-1,-1
1,17,21,83,2,-1,-1
17,1,21,83,2,-1,-1
1,19,34,30,2,-1,-1
19,1,34,30,2,-1,-1
1,21,38,35,2,-1,-1
21,1,38,35,2,-1,-1
2,5,9,64,2,-1,-1
5,2,9,64,2,-1,-1
2,9,20,42,2,-1,-1
9,2,20,42,2,-1,-1
2,11,29,59,2,-1,-1
11,2,29,59,2,-1,-1
2,12,20,28,2,-1,-1
12,2,20,28,2,-1,-1
2,13,19,42,2,-1,-1
13,2,19,42,2,-1,-1
2,15,36,40,2,-1,-1
15,2,36,40,2,-1,-1
2,17,4,47,2,-1,-1
17,2,4,47,2,-1,-1
2,19,43,40,2,-1,-1
19,2,43,40,2,-1,-1
2,20,34,58,2,-1,-1
20,2,34,58,2,-1,-1
3,5,26,53,2,-1,-1
5,3,26,53,2,-1,-1
3,6,26,50,2,-1,-1
6,3,26,50,2,-1,-1
3,7,8,59,2,-1,-1
7,3,8,59,2,-1,-1
3,8,24,74,2,-1,-1
8,3,24,74,2,-1,-1
3,16,33,12,2,-1,-1
16,3,33,12,2,-1,-1
3,17,20,57,2,-1,-1
17,3,20,57,2,-1,-1
3,19,49,40,2,-1,-1
19,3,49,40,2,-1,-1
3,21,20,47,2,-1,-1
21,3,20,47,2,-1,-1
4,5,20,61,2,-1,-1
5,4,20,61,2,-1,-1
4,8,49,64,2,-1,-1
8,4,49,64,2,-1,-1
4,12,23,44,2,-1,-1
12,4,23,44,2,-1,-1
4,14,35,61,2,-1,-1
14,4,35,61,2,-1,-1
4,15,63,46,2,-1,-1
15,4,63,46,2,-1,-1
4,16,15,49,2,-1,-1
16,4,15,49,2,-1,-1
4,17,28,45,2,-1,-1
17,4,28,45,2,-1,-1
4,19,63,54,2,-1,-1
19,4,63,54,2,-1,-1
4,21,22,27,2,-1,-1
21,4,22,27,2,-1,-1
5,7,30,64,2,-1,-1
7,5,30,64,2,-1,-1
5,9,11,45,2,-1,-1
9,5,11,45,2,-1,-1
5,12,12,33,2,-1,-1
12,5,12,33,2,-1,-1
5,13,28,38,2,-1,-1
13,5,28,38,2,-1,-1
5,14,15,49,2,-1,-1
14,5,15,49,2,-1,-1
5,16,7,32,2,-1,-1
16,5,7,32,2,-1,-1
5,17,8,47,2,-1,-1
17,5,8,47,2,-1,-1
5,19,44,36,2,-1,-1
19,5,44,36,2,-1,-1
5,20,42,49,2,-1,-1
20,5,42,49,2,-1,-1
6,8,3,49,2,-1,-1
8,6,3,49,2,-1,-1
6,11,3,76,2,-1,-1
11,6,3,76,2,-1,-1
6,14,19,34,2,-1,-1
14,6,19,34,2,-1,-1
6,17,24,26,2,-1,-1
17,6,24,26,2,-1,-1
6,18,26,28,2,-1,-1
18,6,26,28,2,-1,-1
6,19,24,54,2,-1,-1
19,6,24,54,2,-1,-1
6,20,42,77,2,-1,-1
20,6,42,77,2,-1,-1
6,21,41,31,2,-1,-1
21,6,41,31,2,-1,-1
7,8,32,38,2,-1,-1
8,7,32,38,2,-1,-1
7,10,54,51,2,-1,-1
10,7,54,51,2,-1,-1
7,11,36,19,2,-1,-1
11,7,36,19,2,-1,-1
7,13,15,47,2,-1,-1
13,7,15,47,2,-1,-1
7,14,34,40,2,-1,-1
14,7,34,40,2,-1,-1
7,15,38,37,2,-1,-1
15,7,38,37,2,-1,-1
7,16,36,62,2,-1,-1
16,7,36,62,2,-1,-1
7,20,12,73,2,-1,-1
20,7,12,73,2,-1,-1
7,21,18,43,2,-1,-1
21,7,18,43,2,-1,-1
8,9,38,40,2,-1,-1
9,8,38,40,2,-1,-1
8,11,6,65,2,-1,-1
11,8,6,65,2,-1,-1
8,14,16,34,2,-1,-1
14,8,16,34,2,-1,-1
8,15,15,78,2,-1,-1
15,8,15,78,2,-1,-1
8,17,20,48,2,-1,-1
17,8,20,48,2,-1,-1
8,18,30,30,2,-1,-1
18,8,30,30,2,-1,-1
8,19,25,57,2,-1,-1
19,8,25,57,2,-1,-1
8,21,38,35,2,-1,-1
21,8,38,35,2,-1,-1
9,10,36,68,2,-1,-1
10,9,36,68,2,-1,-1
9,11,45,14,2,-1,-1
11,9,45,14,2,-1,-1
9,12,9,25,2,-1,-1
12,9,9,25,2,-1,-1
9,16,3,10,2,-1,-1
16,9,3,10,2,-1,-1
9,19,50,35,2,-1,-1
19,9,50,35,2,-1,-1
10,11,29,42,2,-1,-1
11,10,29,42,2,-1,-1
10,14,20,92,2,-1,-1
14,10,20,92,2,-1,-1
10,16,34,66,2,-1,-1
16,10,34,66,2,-1,-1
10,18,44,30,2,-1,-1
18,10,44,30,2,-1,-1
11,13,21,59,2,-1,-1
13,11,21,59,2,-1,-1
11,14,22,24,2,-1,-1
14,11,22,24,2,-1,-1
11,15,10,47,2,-1,-1
15,11,10,47,2,-1,-1
11,17,27,41,2,-1,-1
17,11,27,41,2,-1,-1
11,18,23,68,2,-1,-1
18,11,23,68,2,-1,-1
11,19,24,59,2,-1,-1
19,11,24,59,2,-1,-1
11,20,43,26,2,-1,-1
20,11,43,26,2,-1,-1
11,21,44,59,2,-1,-1
21,11,44,59,2,-1,-1
12,14,17,32,2,-1,-1
14,12,17,32,2,-1,-1
12,16,9,76,2,-1,-1
16,12,9,76,2,-1,-1
12,19,41,86,2,-1,-1
19,12,41,86,2,-1,-1
12,20,55,49,2,-1,-1
20,12,55,49,2,-1,-1
13,17,21,63,2,-1,-1
17,13,21,63,2,-1,-1
13,19,43,46,2,-1,-1
19,13,43,46,2,-1,-1
13,20,23,65,2,-1,-1
20,13,23,65,2,-1,-1
14,16,20,70,2,-1,-1
16,14,20,70,2,-1,-1
14,18,44,48,2,-1,-1
18,14,44,48,2,-1,-1
14,19,29,69,2,-1,-1
19,14,29,69,2,-1,-1
15,19,31,78,2,-1,-1
19,15,31,78,2,-1,-1
15,20,42,72,2,-1,-1
20,15,42,72,2,-1,-1
16,19,48,45,2,-1,-1
19,16,48,45,2,-1,-1
16,21,22,46,2,-1,-1
21,16,22,46,2,-1,-1
17,19,39,37,2,-1,-1
19,17,39,37,2,-1,-1
17,20,38,53,2,-1,-1
20,17,38,53,2,-1,-1
20,21,30,32,2,-1,-1
21,20,30,32,2,-1,-1
