from,to,t0,c0,lanes,initial_SR,initial_FR
0,3,28,34,2,-1,-1
0,4,13,66,2,-1,-1
0,10,21,32,2,-1,-1
0,15,36,48,2,-1,-1
1,9,47,59,2,-1,-1
1,11,8,42,2,-1,-1
1,12,40,18,2,-1,-1
2,10,33,66,2,-1,-1
2,11,11,17,2,-1,-1
2,20,25,88,2,-1,-1
3,4,16,48,2,-1,-1
3,5,46,49,2,-1,-1
3,14,23,39,2,-1,-1
3,21,18,88,2,-1,-1
4,6,33,55,2,-1,-1
4,7,11,71,2,-1,-1
4,10,34,30,2,-1,-1
4,14,11,49,2,-1,-1
4,21,25,56,2,-1,-1
5,6,10,102,2,-1,-1
5,7,38,59,2,-1,-1
5,14,29,69,2,-1,-1
5,17,11,98,2,-1,-1
5,19,19,52,2,-1,-1
6,8,35,51,2,-1,-1
7,8,17,56,2,-1,-1
7,21,27,29,2,-1,-1
8,10,29,38,2,-1,-1
8,14,4,48,2,-1,-1
8,16,42,52,2,-1,-1
9,17,27,59,2,-1,-1
10,12,2,85,2,-1,-1
10,17,18,67,2,-1,-1
10,18,25,46,2,-1,-1
10,19,19,66,2,-1,-1
10,21,45,54,2,-1,-1
11,12,35,37,2,-1,-1
11,13,47,42,2,-1,-1
11,14,27,72,2,-1,-1
11,15,6,3,2,-1,-1
11,17,44,31,2,-1,-1
11,20,15,60,2,-1,-1
11,21,21,40,2,-1,-1
12,14,27,77,2,-1,-1
12,19,19,34,2,-1,-1
13,18,20,41,2,-1,-1
13,19,10,37,2,-1,-1
14,15,32,25,2,-1,-1
14,17,22,32,2,-1,-1
14,21,25,63,2,-1,-1
15,21,19,49,2,-1,-1
16,19,29,55,2,-1,-1
17,19,15,53,2,-1,-1
3,0,28,34,2,-1,-1
4,0,13,66,2,-1,-1
10,0,21,32,2,-1,-1
15,0,36,48,2,-1,-1
9,1,47,59,2,-1,-1
11,1,8,42,2,-1,-1
12,1,40,18,2,-1,-1
10,2,33,66,2,-1,-1
11,2,11,17,2,-1,-1
20,2,25,88,2,-1,-1
4,3,16,48,2,-1,-1
5,3,46,49,2,-1,-1
14,3,23,39,2,-1,-1
21,3,18,88,2,-1,-1
6,4,33,55,2,-1,-1
7,4,11,71,2,-1,-1
10,4,34,30,2,-1,-1
14,4,11,49,2,-1,-1
21,4,25,56,2,-1,-1
6,5,10,102,2,-1,-1
7,5,38,59,2,-1,-1
14,5,29,69,2,-1,-1
17,5,11,98,2,-1,-1
19,5,19,52,2,-1,-1
8,6,35,51,2,-1,-1
8,7,17,56,2,-1,-1
21,7,27,29,2,-1,-1
10,8,29,38,2,-1,-1
14,8,4,48,2,-1,-1
16,8,42,52,2,-1,-1
17,9,27,59,2,-1,-1
12,10,2,85,2,-1,-1
17,10,18,67,2,-1,-1
18,10,25,46,2,-1,-1
19,10,19,66,2,-1,-1
21,10,45,54,2,-1,-1
12,11,35,37,2,-1,-1
13,11,47,42,2,-1,-1
14,11,27,72,2,-1,-1
15,11,6,3,2,-1,-1
17,11,44,31,2,-1,-1
20,11,15,60,2,-1,-1
21,11,21,40,2,-1,-1
14,12,27,77,2,-1,-1
19,12,19,34,2,-1,-1
18,13,20,41,2,-1,-1
19,13,10,37,2,-1,-1
15,14,32,25,2,-1,-1
17,14,22,32,2,-1,-1
21,14,25,63,2,-1,-1
21,15,19,49,2,-1,-1
19,16,29,55,2,-1,-1
19,17,15,53,2,-1,-1
