from,to,t0,c0,lanes,initial_SR,initial_FR
0,3,9,41,2,-1,-1
0,4,12,55,2,-1,-1
0,6,5,50,2,-1,-1
0,8,7,78,2,-1,-1
1,8,21,79,2,-1,-1
2,4,28,10,2,-1,-1
3,7,41,72,2,-1,-1
3,9,20,68,2,-1,-1
4,6,6,28,2,-1,-1
4,8,19,71,2,-1,-1
5,6,13,66,2,-1,-1
5,9,21,70,2,-1,-1
6,7,33,51,2,-1,-1
6,9,12,74,2,-1,-1
7,10,19,69,2,-1,-1
8,9,25,43,2,-1,-1
3,0,9,41,2,-1,-1
4,0,12,55,2,-1,-1
6,0,5,50,2,-1,-1
8,0,7,78,2,-1,-1
8,1,21,79,2,-1,-1
4,2,28,10,2,-1,-1
7,3,41,72,2,-1,-1
9,3,20,68,2,-1,-1
6,4,6,28,2,-1,-1
8,4,19,71,2,-1,-1
6,5,13,66,2,-1,-1
9,5,21,70,2,-1,-1
7,6,33,51,2,-1,-1
9,6,12,74,2,-1,-1
10,7,19,69,2,-1,-1
9,8,25,43,2,-1,-1
