from,to,t0,c0,lanes,initial_SR,initial_FR
0,10,17,75,2,-1,-1
0,13,23,40,2,-1,-1
0,14,33,22,2,-1,-1
0,15,20,30,2,-1,-1
0,29,18,68,2,-1,-1
1,16,47,17,2,-1,-1
1,17,27,69,2,-1,-1
1,19,9,50,2,-1,-1
1,27,2,42,2,-1,-1
1,29,38,42,2,-1,-1
2,5,29,11,2,-1,-1
2,10,22,76,2,-1,-1
2,18,20,54,2,-1,-1
2,20,11,50,2,-1,-1
2,22,32,61,2,-1,-1
2,23,9,9,2,-1,-1
2,27,45,32,2,-1,-1
2,29,27,43,2,-1,-1
2,32,32,65,2,-1,-1
3,17,31,84,2,-1,-1
3,18,36,48,2,-1,-1
3,23,24,71,2,-1,-1
3,26,20,50,2,-1,-1
4,8,25,35,2,-1,-1
4,9,18,54,2,-1,-1
4,15,34,29,2,-1,-1
4,16,41,53,2,-1,-1
4,20,34,29,2,-1,-1
4,25,0,78,2,-1,-1
5,6,8,59,2,-1,-1
5,8,25,50,2,-1,-1
5,10,12,45,2,-1,-1
5,13,41,36,2,-1,-1
5,20,40,79,2,-1,-1
5,21,32,9,2,-1,-1
5,23,20,16,2,-1,-1
5,29,14,28,2,-1,-1
6,15,19,14,2,-1,-1
6,23,13,68,2,-1,-1
6,24,44,37,2,-1,-1
6,28,35,59,2,-1,-1
7,12,40,68,2,-1,-1
7,15,33,58,2,-1,-1
7,16,44,50,2,-1,-1
7,26,20,58,2,-1,-1
8,9,32,73,2,-1,-1
8,13,34,43,2,-1,-1
8,16,19,67,2,-1,-1
8,18,27,55,2,-1,-1
9,13,23,29,2,-1,-1
9,20,21,27,2,-1,-1
9,32,7,65,2,-1,-1
10,11,24,68,2,-1,-1
10,16,10,6,2,-1,-1
10,17,28,53,2,-1,-1
10,18,2,32,2,-1,-1
10,23,14,26,2,-1,-1
10,27,41,40,2,-1,-1
10,29,5,40,2,-1,-1
11,13,24,86,2,-1,-1
11,18,22,47,2,-1,-1
11,24,47,48,2,-1,-1
11,26,35,44,2,-1,-1
11,31,42,59,2,-1,-1
11,32,32,48,2,-1,-1
12,15,46,28,2,-1,-1
12,17,35,81,2,-1,-1
12,26,19,9,2,-1,-1
12,30,6,27,2,-1,-1
13,16,29,39,2,-1,-1
13,17,12,41,2,-1,-1
13,19,34,19,2,-1,-1
13,21,27,38,2,-1,-1
13,29,36,59,2,-1,-1
13,31,27,71,2,-1,-1
14,16,13,81,2,-1,-1
14,17,42,51,2,-1,-1
14,18,15,47,2,-1,-1
14,19,46,58,2,-1,-1
14,23,21,60,2,-1,-1
15,18,17,76,2,-1,-1
15,19,35,66,2,-1,-1
15,22,34,66,2,-1,-1
15,26,31,78,2,-1,-1
15,31,40,35,2,-1,-1
16,18,8,73,2,-1,-1
17,19,21,40,2,-1,-1
17,24,19,62,2,-1,-1
17,27,29,61,2,-1,-1
17,29,30,67,2,-1,-1
17,30,42,4,2,-1,-1
18,20,30,57,2,-1,-1
18,21,20,54,2,-1,-1
18,28,23,67,2,-1,-1
18,29,8,14,2,-1,-1
19,20,36,35,2,-1,-1
19,21,10,41,2,-1,-1
19,24,4,38,2,-1,-1
19,28,9,62,2,-1,-1
19,29,29,57,2,-1,-1
20,24,34,36,2,-1,-1
20,26,17,38,2,-1,-1
21,28,6,33,2,-1,-1
22,23,37,50,2,-1,-1
22,24,19,63,2,-1,-1
23,26,37,9,2,-1,-1
24,28,12,76,2,-1,-1
24,29,32,78,2,-1,-1
27,28,20,59,2,-1,-1
10,0,17,75,2,-1,-1
13,0,23,40,2,-1,-1
14,0,33,22,2,-1,-1
15,0,20,30,2,-1,-1
29,0,18,68,2,-1,-1
16,1,47,17,2,-1,-1
17,1,27,69,2,-1,-1
19,1,9,50,2,-1,-1
27,1,2,42,2,-1,-1
29,1,38,42,2,-1,-1
5,2,29,11,2,-1,-1
10,2,22,76,2,-1,-1
18,2,20,54,2,-1,-1
20,2,11,50,2,-1,-1
22,2,32,61,2,-1,-1
23,2,9,9,2,-1,-1
27,2,45,32,2,-1,-1
29,2,27,43,2,-1,-1
32,2,32,65,2,-1,-1
17,3,31,84,2,-1,-1
18,3,36,48,2,-1,-1
23,3,24,71,2,-1,-1
26,3,20,50,2,-1,-1
8,4,25,35,2,-1,-1
9,4,18,54,2,-1,-1
15,4,34,29,2,-1,-1
16,4,41,53,2,-1,-1
20,4,34,29,2,-1,-1
25,4,0,78,2,-1,-1
6,5,8,59,2,-1,-1
8,5,25,50,2,-1,-1
10,5,12,45,2,-1,-1
13,5,41,36,2,-1,-1
20,5,40,79,2,-1,-1
21,5,32,9,2,-1,-1
23,5,20,16,2,-1,-1
29,5,14,28,2,-1,-1
15,6,19,14,2,-1,-1
23,6,13,68,2,-1,-1
24,6,44,37,2,-1,-1
28,6,35,59,2,-1,-1
12,7,40,68,2,-1,-1
15,7,33,58,2,-1,-1
16,7,44,50,2,-1,-1
26,7,20,58,2,-1,-1
9,8,32,73,2,-1,-1
13,8,34,43,2,-1,-1
16,8,19,67,2,-1,-1
18,8,27,55,2,-1,-1
13,9,23,29,2,-1,-1
20,9,21,27,2,-1,-1
32,9,7,65,2,-1,-1
11,10,24,68,2,-1,-1
16,10,10,6,2,-1,-1
17,10,28,53,2,-1,-1
18,10,2,32,2,-1,-1
23,10,14,26,2,-1,-1
27,10,41,40,2,-1,-1
29,10,5,40,2,-1,-1
13,11,24,86,2,-1,-1
18,11,22,47,2,-1,-1
24,11,47,48,2,-1,-1
26,11,35,44,2,-1,-1
31,11,42,59,2,-1,-1
32,11,32,48,2,-1,-1
15,12,46,28,2,-1,-1
17,12,35,81,2,-1,-1
26,12,19,9,2,-1,-1
30,12,6,27,2,-1,-1
16,13,29,39,2,-1,-1
17,13,12,41,2,-1,-1
19,13,34,19,2,-1,-1
21,13,27,38,2,-1,-1
29,13,36,59,2,-1,-1
31,13,27,71,2,-1,-1
16,14,13,81,2,-1,-1
17,14,42,51,2,-1,-1
18,14,15,47,2,-1,-1
19,14,46,58,2,-1,-1
23,14,21,60,2,-1,-1
18,15,17,76,2,-1,-1
19,15,35,66,2,-1,-1
22,15,34,66,2,-1,-1
26,15,31,78,2,-1,-1
31,15,40,35,2,-1,-1
18,16,8,73,2,-1,-1
19,17,21,40,2,-1,-1
24,17,19,62,2,-1,-1
27,17,29,61,2,-1,-1
29,17,30,67,2,-1,-1
30,17,42,4,2,-1,-1
20,18,30,57,2,-1,-1
21,18,20,54,2,-1,-1
28,18,23,67,2,-1,-1
29,18,8,14,2,-1,-1
