x,y,SR_demand,exits,injured
0.7918244967991347,0.7739904441730291,113,0,1
0.3322168670555685,0.4687918668943344,102,0,1
0.908544114856111,0.3749127328265447,92,0,1
0.09415665201794954,0.7463082372994001,94,0,1
0.030742485067860703,0.4760840959897661,102,0,1
0.35230753359134015,0.18629808797684166,102,0,1
0.9636504258753278,0.14169967174657472,90,0,1
0.6193712000425753,0.4779354694475738,109,0,1
0.5562890295922047,0.9878650407020477,106,0,1
0.16633941268191654,0.5920336274331632,107,0,1
0.5707967385538905,0.12087296103503786,101,0,1
0.6805958378949886,0.6310071688434388,95,0,1
0.762762624654904,0.30368237941065435,88,0,1
0.6400303607790003,0.23651377022595899,105,0,1
0.4582957282015798,0.8685216435751363,87,0,1
0.1941797646037654,0.7010510435081833,87,0,1
0.6415057325004163,0.8680529959035971,105,0,1
0.12146725443247863,0.06484219314393913,90,0,1
0.810814604234445,0.39241591145317956,102,0,1
0.04560065631119947,0.4311043651923546,91,0,1
0.09279346101599772,0.7659646959395546,116,0,1
0.0796831544287887,0.17807448154182848,101,0,1
0.3899755760923923,0.7356683854775171,100,0,1
0.3759039936429289,0.04783219738124822,107,0,1
0.7188670253301918,0.9863876268472062,102,0,1
0.9986565934718507,0.8430394754397924,101,0,1
0.47022789428896505,0.13460639073463,114,0,1
0.0,0.0,0,1,0
0.3333333333333333,0.0,0,1,0
0.6666666666666666,0.0,0,1,0
0.0,1.0,0,1,0
0.3333333333333333,1.0,0,1,0
0.6666666666666666,1.0,0,1,0
