from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,34,24,2,-1,-1
0,5,21,70,2,-1,-1
0,7,22,71,2,-1,-1
0,8,17,37,2,-1,-1
0,10,9,22,2,-1,-1
0,16,19,30,2,-1,-1
0,21,7,26,2,-1,-1
1,2,39,47,2,-1,-1
1,4,21,55,2,-1,-1
1,6,12,68,2,-1,-1
1,8,42,25,2,-1,-1
1,9,18,70,2,-1,-1
1,11,11,25,2,-1,-1
1,15,28,0,2,-1,-1
1,19,19,30,2,-1,-1
1,21,42,24,2,-1,-1
2,5,46,40,2,-1,-1
2,9,28,63,2,-1,-1
2,10,21,47,2,-1,-1
2,12,19,54,2,-1,-1
2,14,33,72,2,-1,-1
2,17,22,43,2,-1,-1
2,21,26,51,2,-1,-1
3,5,39,44,2,-1,-1
3,11,13,84,2,-1,-1
3,18,24,52,2,-1,-1
4,5,32,30,2,-1,-1
4,7,10,42,2,-1,-1
4,9,20,25,2,-1,-1
4,12,7,30,2,-1,-1
4,15,27,43,2,-1,-1
4,16,26,82,2,-1,-1
4,19,40,51,2,-1,-1
4,21,22,46,2,-1,-1
5,15,18,0,2,-1,-1
5,20,12,72,2,-1,-1
6,7,37,89,2,-1,-1
6,11,17,36,2,-1,-1
6,12,39,90,2,-1,-1
6,13,8,65,2,-1,-1
6,15,29,76,2,-1,-1
6,17,29,69,2,-1,-1
7,9,15,20,2,-1,-1
7,16,36,31,2,-1,-1
8,10,24,58,2,-1,-1
8,16,7,24,2,-1,-1
8,21,18,65,2,-1,-1
9,10,26,49,2,-1,-1
9,12,27,61,2,-1,-1
9,14,6,51,2,-1,-1
9,15,41,59,2,-1,-1
9,16,45,92,2,-1,-1
10,12,2,58,2,-1,-1
10,16,23,48,2,-1,-1
10,20,39,31,2,-1,-1
11,15,16,28,2,-1,-1
11,21,34,90,2,-1,-1
12,15,27,59,2,-1,-1
13,14,32,53,2,-1,-1
13,15,29,97,2,-1,-1
13,17,36,31,2,-1,-1
13,18,20,48,2,-1,-1
14,15,38,23,2,-1,-1
14,17,13,52,2,-1,-1
15,16,11,71,2,-1,-1
15,21,31,57,2,-1,-1
17,21,30,17,2,-1,-1
18,19,30,90,2,-1,-1
1,0,34,24,2,-1,-1
5,0,21,70,2,-1,-1
7,0,22,71,2,-1,-1
8,0,17,37,2,-1,-1
10,0,9,22,2,-1,-1
16,0,19,30,2,-1,-1
21,0,7,26,2,-1,-1
2,1,39,47,2,-1,-1
4,1,21,55,2,-1,-1
6,1,12,68,2,-1,-1
8,1,42,25,2,-1,-1
9,1,18,70,2,-1,-1
11,1,11,25,2,-1,-1
15,1,28,0,2,-1,-1
19,1,19,30,2,-1,-1
21,1,42,24,2,-1,-1
5,2,46,40,2,-1,-1
9,2,28,63,2,-1,-1
10,2,21,47,2,-1,-1
12,2,19,54,2,-1,-1
14,2,33,72,2,-1,-1
17,2,22,43,2,-1,-1
21,2,26,51,2,-1,-1
5,3,39,44,2,-1,-1
11,3,13,84,2,-1,-1
18,3,24,52,2,-1,-1
5,4,32,30,2,-1,-1
7,4,10,42,2,-1,-1
9,4,20,25,2,-1,-1
12,4,7,30,2,-1,-1
15,4,27,43,2,-1,-1
16,4,26,82,2,-1,-1
19,4,40,51,2,-1,-1
21,4,22,46,2,-1,-1
15,5,18,0,2,-1,-1
20,5,12,72,2,-1,-1
7,6,37,89,2,-1,-1
11,6,17,36,2,-1,-1
12,6,39,90,2,-1,-1
13,6,8,65,2,-1,-1
15,6,29,76,2,-1,-1
17,6,29,69,2,-1,-1
9,7,15,20,2,-1,-1
16,7,36,31,2,-1,-1
10,8,24,58,2,-1,-1
16,8,7,24,2,-1,-1
21,8,18,65,2,-1,-1
10,9,26,49,2,-1,-1
12,9,27,61,2,-1,-1
14,9,6,51,2,-1,-1
15,9,41,59,2,-1,-1
16,9,45,92,2,-1,-1
12,10,2,58,2,-1,-1
16,10,23,48,2,-1,-1
20,10,39,31,2,-1,-1
15,11,16,28,2,-1,-1
21,11,34,90,2,-1,-1
15,12,27,59,2,-1,-1
14,13,32,53,2,-1,-1
15,13,29,97,2,-1,-1
17,13,36,31,2,-1,-1
18,13,20,48,2,-1,-1
15,14,38,23,2,-1,-1
17,14,13,52,2,-1,-1
16,15,11,71,2,-1,-1
21,15,31,57,2,-1,-1
21,17,30,17,2,-1,-1
19,18,30,90,2,-1,-1
