from,to,t0,c0,lanes,initial_SR,initial_FR
0,4,8,44,2,-1,-1
0,5,15,82,2,-1,-1
0,6,29,43,2,-1,-1
0,7,35,26,2,-1,-1
0,13,39,54,2,-1,-1
0,15,28,25,2,-1,-1
0,16,28,49,2,-1,-1
0,17,29,19,2,-1,-1
0,22,26,19,2,-1,-1
0,28,64,29,2,-1,-1
0,29,55,11,2,-1,-1
0,30,58,48,2,-1,-1
0,31,38,72,2,-1,-1
0,32,19,30,2,-1,-1
1,2,59,61,2,-1,-1
1,4,51,33,2,-1,-1
1,7,35,47,2,-1,-1
1,11,30,46,2,-1,-1
1,13,52,47,2,-1,-1
1,16,31,62,2,-1,-1
1,17,36,65,2,-1,-1
1,19,39,82,2,-1,-1
1,20,60,50,2,-1,-1
1,21,58,75,2,-1,-1
1,23,40,37,2,-1,-1
1,27,29,74,2,-1,-1
1,28,9,52,2,-1,-1
1,29,10,59,2,-1,-1
1,31,60,20,2,-1,-1
2,6,20,25,2,-1,-1
2,7,25,56,2,-1,-1
2,9,5,87,2,-1,-1
2,12,28,42,2,-1,-1
2,15,28,67,2,-1,-1
2,16,42,35,2,-1,-1
2,18,31,62,2,-1,-1
2,22,26,38,2,-1,-1
2,26,42,63,2,-1,-1
2,28,58,32,2,-1,-1
2,30,14,0,2,-1,-1
2,31,6,78,2,-1,-1
2,32,25,32,2,-1,-1
3,4,46,38,2,-1,-1
3,5,38,87,2,-1,-1
3,7,26,34,2,-1,-1
3,9,46,52,2,-1,-1
3,10,44,61,2,-1,-1
3,11,33,30,2,-1,-1
3,12,21,86,2,-1,-1
3,15,29,19,2,-1,-1
3,18,20,0,2,-1,-1
3,20,51,98,2,-1,-1
3,23,38,13,2,-1,-1
3,25,39,18,2,-1,-1
3,27,26,80,2,-1,-1
4,5,10,57,2,-1,-1
4,7,31,63,2,-1,-1
4,8,37,48,2,-1,-1
4,10,10,55,2,-1,-1
4,15,24,5,2,-1,-1
4,16,20,45,2,-1,-1
4,18,46,55,2,-1,-1
4,22,22,47,2,-1,-1
4,24,42,76,2,-1,-1
4,26,28,81,2,-1,-1
4,27,71,41,2,-1,-1
4,29,46,57,2,-1,-1
4,31,40,42,2,-1,-1
4,32,23,57,2,-1,-1
5,7,20,28,2,-1,-1
5,8,36,64,2,-1,-1
5,10,6,50,2,-1,-1
5,11,33,61,2,-1,-1
5,12,26,56,2,-1,-1
5,13,30,38,2,-1,-1
5,14,35,46,2,-1,-1
5,15,13,59,2,-1,-1
5,17,21,66,2,-1,-1
5,20,37,43,2,-1,-1
5,22,12,39,2,-1,-1
5,26,21,78,2,-1,-1
5,28,49,32,2,-1,-1
5,32,20,62,2,-1,-1
6,9,15,67,2,-1,-1
6,10,18,45,2,-1,-1
6,11,45,35,2,-1,-1
6,13,13,55,2,-1,-1
6,14,42,78,2,-1,-1
6,16,22,40,2,-1,-1
6,18,23,28,2,-1,-1
6,19,7,30,2,-1,-1
6,22,6,39,2,-1,-1
6,23,32,74,2,-1,-1
6,24,23,63,2,-1,-1
6,25,7,49,2,-1,-1
6,30,32,38,2,-1,-1
6,32,18,18,2,-1,-1
7,8,43,49,2,-1,-1
7,9,21,66,2,-1,-1
7,10,23,28,2,-1,-1
7,11,40,38,2,-1,-1
7,12,6,28,2,-1,-1
7,13,18,27,2,-1,-1
7,15,6,79,2,-1,-1
7,16,18,33,2,-1,-1
7,17,33,56,2,-1,-1
7,18,16,39,2,-1,-1
7,20,27,50,2,-1,-1
7,21,31,56,2,-1,-1
7,22,9,41,2,-1,-1
7,24,14,24,2,-1,-1
7,25,13,26,2,-1,-1
7,28,36,44,2,-1,-1
7,30,36,53,2,-1,-1
7,31,25,74,2,-1,-1
7,32,27,61,2,-1,-1
8,9,63,33,2,-1,-1
8,23,23,81,2,-1,-1
8,24,42,65,2,-1,-1
8,27,59,67,2,-1,-1
8,28,39,19,2,-1,-1
8,29,19,52,2,-1,-1
8,32,56,42,2,-1,-1
9,10,29,17,2,-1,-1
9,11,60,60,2,-1,-1
9,13,3,26,2,-1,-1
9,15,23,28,2,-1,-1
9,16,37,47,2,-1,-1
9,17,51,45,2,-1,-1
9,18,29,24,2,-1,-1
9,19,22,74,2,-1,-1
9,20,5,37,2,-1,-1
9,22,21,45,2,-1,-1
9,23,46,77,2,-1,-1
9,29,59,67,2,-1,-1
9,31,4,45,2,-1,-1
9,32,21,69,2,-1,-1
10,11,39,62,2,-1,-1
10,12,30,61,2,-1,-1
10,16,19,39,2,-1,-1
10,20,35,58,2,-1,-1
10,21,47,65,2,-1,-1
10,22,14,51,2,-1,-1
10,23,20,73,2,-1,-1
10,25,24,50,2,-1,-1
10,26,27,37,2,-1,-1
10,27,67,66,2,-1,-1
10,29,48,48,2,-1,-1
10,31,30,55,2,-1,-1
10,32,14,63,2,-1,-1
11,15,37,59,2,-1,-1
11,16,23,93,2,-1,-1
11,17,12,20,2,-1,-1
11,26,24,85,2,-1,-1
11,28,39,64,2,-1,-1
12,13,21,58,2,-1,-1
12,14,34,43,2,-1,-1
12,18,9,74,2,-1,-1
12,21,29,83,2,-1,-1
12,24,8,52,2,-1,-1
12,30,36,48,2,-1,-1
12,31,28,58,2,-1,-1
13,15,21,40,2,-1,-1
13,16,35,56,2,-1,-1
13,19,20,37,2,-1,-1
13,20,8,56,2,-1,-1
13,21,17,70,2,-1,-1
13,25,5,70,2,-1,-1
13,26,35,77,2,-1,-1
13,31,7,66,2,-1,-1
13,32,23,66,2,-1,-1
14,15,34,85,2,-1,-1
14,17,21,44,2,-1,-1
14,23,27,57,2,-1,-1
