from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,42,57,2,-1,-1
0,2,21,66,2,-1,-1
0,5,26,41,2,-1,-1
0,10,36,58,2,-1,-1
1,7,40,8,2,-1,-1
2,4,16,57,2,-1,-1
2,5,31,71,2,-1,-1
2,7,19,10,2,-1,-1
3,5,33,10,2,-1,-1
3,6,23,11,2,-1,-1
4,5,15,53,2,-1,-1
4,6,34,42,2,-1,-1
4,8,16,35,2,-1,-1
4,10,35,72,2,-1,-1
5,6,22,51,2,-1,-1
5,8,32,60,2,-1,-1
7,8,14,32,2,-1,-1
8,10,21,55,2,-1,-1
1,0,42,57,2,-1,-1
2,0,21,66,2,-1,-1
5,0,26,41,2,-1,-1
10,0,36,58,2,-1,-1
7,1,40,8,2,-1,-1
4,2,16,57,2,-1,-1
5,2,31,71,2,-1,-1
7,2,19,10,2,-1,-1
5,3,33,10,2,-1,-1
6,3,23,11,2,-1,-1
5,4,15,53,2,-1,-1
6,4,34,42,2,-1,-1
8,4,16,35,2,-1,-1
10,4,35,72,2,-1,-1
6,5,22,51,2,-1,-1
8,5,32,60,2,-1,-1
8,7,14,32,2,-1,-1
10,8,21,55,2,-1,-1
