from,to,t0,c0,lanes,initial_SR,initial_FR
0,3,37,56,2,-1,-1
0,4,5,76,2,-1,-1
0,10,31,54,2,-1,-1
0,18,16,39,2,-1,-1
1,14,35,75,2,-1,-1
1,17,17,33,2,-1,-1
2,11,17,20,2,-1,-1
2,14,20,51,2,-1,-1
2,15,8,58,2,-1,-1
3,8,34,55,2,-1,-1
3,9,7,36,2,-1,-1
3,10,47,7,2,-1,-1
3,12,46,42,2,-1,-1
3,17,20,93,2,-1,-1
3,19,16,43,2,-1,-1
4,8,30,71,2,-1,-1
4,9,46,52,2,-1,-1
4,10,36,50,2,-1,-1
4,11,22,57,2,-1,-1
4,15,44,48,2,-1,-1
5,8,12,61,2,-1,-1
5,9,37,48,2,-1,-1
5,11,7,64,2,-1,-1
5,12,13,6,2,-1,-1
5,14,5,21,2,-1,-1
5,16,46,20,2,-1,-1
5,20,38,13,2,-1,-1
6,7,17,43,2,-1,-1
6,8,21,46,2,-1,-1
6,9,44,51,2,-1,-1
6,10,20,60,2,-1,-1
6,12,37,51,2,-1,-1
6,16,28,37,2,-1,-1
6,21,8,49,2,-1,-1
7,13,9,14,2,-1,-1
7,15,3,48,2,-1,-1
7,17,46,40,2,-1,-1
7,20,17,59,2,-1,-1
8,13,15,34,2,-1,-1
8,17,31,46,2,-1,-1
9,14,41,79,2,-1,-1
9,17,15,20,2,-1,-1
10,11,13,42,2,-1,-1
10,12,18,57,2,-1,-1
10,13,10,65,2,-1,-1
10,14,16,39,2,-1,-1
11,21,33,58,2,-1,-1
12,13,28,57,2,-1,-1
12,20,29,26,2,-1,-1
12,21,39,59,2,-1,-1
14,17,39,43,2,-1,-1
16,21,36,51,2,-1,-1
17,19,34,48,2,-1,-1
3,0,37,56,2,-1,-1
4,0,5,76,2,-1,-1
10,0,31,54,2,-1,-1
18,0,16,39,2,-1,-1
14,1,35,75,2,-1,-1
17,1,17,33,2,-1,-1
11,2,17,20,2,-1,-1
14,2,20,51,2,-1,-1
15,2,8,58,2,-1,-1
8,3,34,55,2,-1,-1
9,3,7,36,2,-1,-1
10,3,47,7,2,-1,-1
12,3,46,42,2,-1,-1
17,3,20,93,2,-1,-1
19,3,16,43,2,-1,-1
8,4,30,71,2,-1,-1
9,4,46,52,2,-1,-1
10,4,36,50,2,-1,-1
11,4,22,57,2,-1,-1
15,4,44,48,2,-1,-1
8,5,12,61,2,-1,-1
9,5,37,48,2,-1,-1
11,5,7,64,2,-1,-1
12,5,13,6,2,-1,-1
14,5,5,21,2,-1,-1
16,5,46,20,2,-1,-1
20,5,38,13,2,-1,-1
7,6,17,43,2,-1,-1
8,6,21,46,2,-1,-1
9,6,44,51,2,-1,-1
10,6,20,60,2,-1,-1
12,6,37,51,2,-1,-1
16,6,28,37,2,-1,-1
21,6,8,49,2,-1,-1
13,7,9,14,2,-1,-1
15,7,3,48,2,-1,-1
17,7,46,40,2,-1,-1
20,7,17,59,2,-1,-1
13,8,15,34,2,-1,-1
17,8,31,46,2,-1,-1
14,9,41,79,2,-1,-1
17,9,15,20,2,-1,-1
11,10,13,42,2,-1,-1
12,10,18,57,2,-1,-1
13,10,10,65,2,-1,-1
14,10,16,39,2,-1,-1
21,11,33,58,2,-1,-1
13,12,28,57,2,-1,-1
20,12,29,26,2,-1,-1
21,12,39,59,2,-1,-1
17,14,39,43,2,-1,-1
21,16,36,51,2,-1,-1
19,17,34,48,2,-1,-1
