from,to,t0,c0,lanes,initial_SR,initial_FR
0,2,23,87,2,-1,-1
0,3,38,35,2,-1,-1
0,4,31,47,2,-1,-1
0,5,30,35,2,-1,-1
0,8,51,27,2,-1,-1
0,10,24,25,2,-1,-1
0,11,19,30,2,-1,-1
0,13,24,51,2,-1,-1
0,14,18,30,2,-1,-1
0,15,11,76,2,-1,-1
0,16,19,41,2,-1,-1
0,17,29,52,2,-1,-1
0,18,52,42,2,-1,-1
1,2,1,33,2,-1,-1
1,5,45,66,2,-1,-1
1,6,4,30,2,-1,-1
1,7,48,37,2,-1,-1
1,10,37,42,2,-1,-1
1,11,24,34,2,-1,-1
1,12,35,78,2,-1,-1
1,14,5,46,2,-1,-1
1,15,30,29,2,-1,-1
1,16,10,47,2,-1,-1
1,18,32,53,2,-1,-1
1,19,26,77,2,-1,-1
1,20,40,55,2,-1,-1
1,21,36,49,2,-1,-1
2,4,22,67,2,-1,-1
2,5,46,47,2,-1,-1
2,6,4,37,2,-1,-1
2,8,41,38,2,-1,-1
2,9,33,48,2,-1,-1
2,11,24,23,2,-1,-1
2,12,36,45,2,-1,-1
2,15,30,62,2,-1,-1
2,17,42,84,2,-1,-1
2,20,41,45,2,-1,-1
3,6,18,32,2,-1,-1
3,11,30,57,2,-1,-1
3,14,23,58,2,-1,-1
3,16,28,55,2,-1,-1
3,17,59,75,2,-1,-1
3,18,14,29,2,-1,-1
3,19,24,43,2,-1,-1
3,20,49,80,2,-1,-1
4,9,14,52,2,-1,-1
4,11,43,34,2,-1,-1
4,13,15,57,2,-1,-1
4,14,18,28,2,-1,-1
4,15,43,57,2,-1,-1
4,16,14,46,2,-1,-1
4,18,48,57,2,-1,-1
5,6,45,74,2,-1,-1
5,8,47,44,2,-1,-1
5,10,8,69,2,-1,-1
5,12,56,23,2,-1,-1
5,13,21,21,2,-1,-1
5,16,35,44,2,-1,-1
5,17,6,55,2,-1,-1
5,21,19,43,2,-1,-1
6,8,44,67,2,-1,-1
6,9,36,72,2,-1,-1
6,11,20,57,2,-1,-1
6,14,7,46,2,-1,-1
6,15,26,60,2,-1,-1
6,16,12,15,2,-1,-1
6,18,32,42,2,-1,-1
6,19,30,41,2,-1,-1
6,21,34,50,2,-1,-1
7,8,43,42,2,-1,-1
7,10,12,77,2,-1,-1
7,11,56,28,2,-1,-1
7,12,53,77,2,-1,-1
7,14,42,21,2,-1,-1
7,15,45,56,2,-1,-1
7,16,38,96,2,-1,-1
7,17,7,57,2,-1,-1
7,18,80,50,2,-1,-1
7,21,27,47,2,-1,-1
8,9,9,87,2,-1,-1
8,10,41,47,2,-1,-1
8,16,34,84,2,-1,-1
8,20,75,23,2,-1,-1
9,12,8,65,2,-1,-1
9,14,31,52,2,-1,-1
9,16,27,61,2,-1,-1
9,17,41,43,2,-1,-1
9,19,23,41,2,-1,-1
9,20,70,54,2,-1,-1
10,12,48,38,2,-1,-1
10,17,4,83,2,-1,-1
10,20,46,48,2,-1,-1
10,21,17,69,2,-1,-1
11,14,24,55,2,-1,-1
11,16,29,61,2,-1,-1
11,20,18,55,2,-1,-1
12,13,36,35,2,-1,-1
12,19,19,88,2,-1,-1
13,14,22,15,2,-1,-1
13,15,36,31,2,-1,-1
13,16,17,46,2,-1,-1
13,19,41,28,2,-1,-1
14,15,27,78,2,-1,-1
14,16,5,74,2,-1,-1
14,21,31,53,2,-1,-1
15,19,56,46,2,-1,-1
15,20,13,74,2,-1,-1
15,21,19,64,2,-1,-1
16,18,42,81,2,-1,-1
16,19,29,41,2,-1,-1
16,20,42,32,2,-1,-1
17,18,73,61,2,-1,-1
17,19,57,19,2,-1,-1
2,0,23,87,2,-1,-1
3,0,38,35,2,-1,-1
4,0,31,47,2,-1,-1
5,0,30,35,2,-1,-1
8,0,51,27,2,-1,-1
10,0,24,25,2,-1,-1
11,0,19,30,2,-1,-1
13,0,24,51,2,-1,-1
14,0,18,30,2,-1,-1
15,0,11,76,2,-1,-1
16,0,19,41,2,-1,-1
17,0,29,52,2,-1,-1
18,0,52,42,2,-1,-1
2,1,1,33,2,-1,-1
5,1,45,66,2,-1,-1
6,1,4,30,2,-1,-1
7,1,48,37,2,-1,-1
10,1,37,42,2,-1,-1
11,1,24,34,2,-1,-1
12,1,35,78,2,-1,-1
14,1,5,46,2,-1,-1
15,1,30,29,2,-1,-1
16,1,10,47,2,-1,-1
18,1,32,53,2,-1,-1
19,1,26,77,2,-1,-1
20,1,40,55,2,-1,-1
21,1,36,49,2,-1,-1
4,2,22,67,2,-1,-1
5,2,46,47,2,-1,-1
6,2,4,37,2,-1,-1
8,2,41,38,2,-1,-1
9,2,33,48,2,-1,-1
11,2,24,23,2,-1,-1
12,2,36,45,2,-1,-1
15,2,30,62,2,-1,-1
17,2,42,84,2,-1,-1
20,2,41,45,2,-1,-1
6,3,18,32,2,-1,-1
11,3,30,57,2,-1,-1
14,3,23,58,2,-1,-1
16,3,28,55,2,-1,-1
17,3,59,75,2,-1,-1
18,3,14,29,2,-1,-1
19,3,24,43,2,-1,-1
20,3,49,80,2,-1,-1
9,4,14,52,2,-1,-1
11,4,43,34,2,-1,-1
13,4,15,57,2,-1,-1
14,4,18,28,2,-1,-1
15,4,43,57,2,-1,-1
16,4,14,46,2,-1,-1
18,4,48,57,2,-1,-1
6,5,45,74,2,-1,-1
8,5,47,44,2,-1,-1
10,5,8,69,2,-1,-1
12,5,56,23,2,-1,-1
13,5,21,21,2,-1,-1
16,5,35,44,2,-1,-1
17,5,6,55,2,-1,-1
21,5,19,43,2,-1,-1
8,6,44,67,2,-1,-1
9,6,36,72,2,-1,-1
11,6,20,57,2,-1,-1
14,6,7,46,2,-1,-1
15,6,26,60,2,-1,-1
16,6,12,15,2,-1,-1
18,6,32,42,2,-1,-1
19,6,30,41,2,-1,-1
21,6,34,50,2,-1,-1
8,7,43,42,2,-1,-1
10,7,12,77,2,-1,-1
11,7,56,28,2,-1,-1
12,7,53,77,2,-1,-1
14,7,42,21,2,-1,-1
15,7,45,56,2,-1,-1
16,7,38,96,2,-1,-1
17,7,7,57,2,-1,-1
18,7,80,50,2,-1,-1
21,7,27,47,2,-1,-1
9,8,9,87,2,-1,-1
10,8,41,47,2,-1,-1
16,8,34,84,2,-1,-1
20,8,75,23,2,-1,-1
12,9,8,65,2,-1,-1
14,9,31,52,2,-1,-1
16,9,27,61,2,-1,-1
17,9,41,43,2,-1,-1
19,9,23,41,2,-1,-1
20,9,70,54,2,-1,-1
12,10,48,38,2,-1,-1
17,10,4,83,2,-1,-1
20,10,46,48,2,-1,-1
21,10,17,69,2,-1,-1
14,11,24,55,2,-1,-1
16,11,29,61,2,-1,-1
20,11,18,55,2,-1,-1
13,12,36,35,2,-1,-1
19,12,19,88,2,-1,-1
14,13,22,15,2,-1,-1
15,13,36,31,2,-1,-1
16,13,17,46,2,-1,-1
19,13,41,28,2,-1,-1
15,14,27,78,2,-1,-1
16,14,5,74,2,-1,-1
21,14,31,53,2,-1,-1
19,15,56,46,2,-1,-1
20,15,13,74,2,-1,-1
21,15,19,64,2,-1,-1
18,16,42,81,2,-1,-1
19,16,29,41,2,-1,-1
20,16,42,32,2,-1,-1
18,17,73,61,2,-1,-1
19,17,57,19,2,-1,-1
