from,to,t0,c0,lanes,initial_SR,initial_FR
0,4,28,59,2,-1,-1
0,7,18,51,2,-1,-1
0,10,9,52,2,-1,-1
0,13,25,23,2,-1,-1
0,14,32,47,2,-1,-1
0,15,37,49,2,-1,-1
0,23,26,42,2,-1,-1
0,24,14,61,2,-1,-1
0,26,28,70,2,-1,-1
0,27,30,22,2,-1,-1
1,6,12,54,2,-1,-1
1,13,20,103,2,-1,-1
1,15,16,51,2,-1,-1
1,20,9,51,2,-1,-1
1,21,22,42,2,-1,-1
1,25,13,23,2,-1,-1
1,28,32,52,2,-1,-1
1,29,18,35,2,-1,-1
1,32,44,87,2,-1,-1
2,4,20,66,2,-1,-1
2,13,18,57,2,-1,-1
2,17,40,38,2,-1,-1
2,20,9,39,2,-1,-1
2,21,20,78,2,-1,-1
2,28,33,23,2,-1,-1
3,8,31,69,2,-1,-1
3,13,10,8,2,-1,-1
3,19,10,54,2,-1,-1
3,20,25,54,2,-1,-1
3,22,29,67,2,-1,-1
4,5,16,39,2,-1,-1
4,8,24,42,2,-1,-1
4,11,29,33,2,-1,-1
4,13,4,57,2,-1,-1
4,18,6,50,2,-1,-1
4,19,13,50,2,-1,-1
4,21,8,33,2,-1,-1
4,22,36,48,2,-1,-1
4,31,28,19,2,-1,-1
5,14,11,48,2,-1,-1
5,16,32,42,2,-1,-1
5,21,24,57,2,-1,-1
5,24,36,70,2,-1,-1
5,26,47,79,2,-1,-1
5,32,7,63,2,-1,-1
6,8,41,37,2,-1,-1
6,13,31,28,2,-1,-1
6,20,21,23,2,-1,-1
6,26,33,66,2,-1,-1
6,28,41,13,2,-1,-1
7,12,10,18,2,-1,-1
7,13,33,36,2,-1,-1
7,16,6,67,2,-1,-1
7,17,11,43,2,-1,-1
7,19,25,59,2,-1,-1
7,21,30,45,2,-1,-1
7,30,13,65,2,-1,-1
7,31,19,79,2,-1,-1
8,10,41,60,2,-1,-1
8,14,18,80,2,-1,-1
8,17,37,62,2,-1,-1
8,18,27,21,2,-1,-1
8,32,14,6,2,-1,-1
9,13,17,89,2,-1,-1
9,14,25,50,2,-1,-1
9,15,33,47,2,-1,-1
9,17,14,41,2,-1,-1
9,21,13,64,2,-1,-1
9,23,22,67,2,-1,-1
9,24,16,48,2,-1,-1
9,26,25,65,2,-1,-1
9,27,34,53,2,-1,-1
10,16,8,59,2,-1,-1
10,18,24,80,2,-1,-1
10,26,30,85,2,-1,-1
10,29,43,43,2,-1,-1
11,20,17,67,2,-1,-1
11,21,30,37,2,-1,-1
11,25,21,42,2,-1,-1
11,28,38,45,2,-1,-1
11,29,21,61,2,-1,-1
12,14,25,55,2,-1,-1
12,17,2,18,2,-1,-1
12,30,19,30,2,-1,-1
12,31,13,23,2,-1,-1
12,32,27,41,2,-1,-1
13,15,29,53,2,-1,-1
13,17,22,62,2,-1,-1
13,21,4,63,2,-1,-1
13,22,33,47,2,-1,-1
13,23,23,74,2,-1,-1
13,24,30,33,2,-1,-1
13,25,17,66,2,-1,-1
13,27,47,63,2,-1,-1
13,28,35,25,2,-1,-1
13,29,32,46,2,-1,-1
13,31,31,16,2,-1,-1
13,32,27,63,2,-1,-1
14,15,38,54,2,-1,-1
14,18,11,34,2,-1,-1
14,21,14,46,2,-1,-1
14,24,33,64,2,-1,-1
15,23,11,29,2,-1,-1
15,26,10,68,2,-1,-1
15,28,17,49,2,-1,-1
16,19,20,20,2,-1,-1
16,21,23,97,2,-1,-1
16,24,3,50,2,-1,-1
16,30,19,49,2,-1,-1
16,31,19,43,2,-1,-1
17,18,27,34,2,-1,-1
17,19,13,38,2,-1,-1
17,22,29,81,2,-1,-1
17,25,35,34,2,-1,-1
17,28,45,66,2,-1,-1
18,19,19,23,2,-1,-1
18,20,14,95,2,-1,-1
18,21,8,55,2,-1,-1
18,31,34,62,2,-1,-1
18,32,29,45,2,-1,-1
20,25,4,53,2,-1,-1
20,26,14,51,2,-1,-1
21,26,23,40,2,-1,-1
21,29,32,27,2,-1,-1
21,31,31,98,2,-1,-1
22,23,23,0,2,-1,-1
22,26,24,35,2,-1,-1
22,27,18,43,2,-1,-1
22,29,39,61,2,-1,-1
22,31,44,28,2,-1,-1
23,25,8,10,2,-1,-1
23,26,3,74,2,-1,-1
24,28,45,0,2,-1,-1
24,31,21,43,2,-1,-1
25,26,10,36,2,-1,-1
25,29,16,40,2,-1,-1
26,27,27,23,2,-1,-1
27,29,40,21,2,-1,-1
28,29,20,68,2,-1,-1
31,32,20,50,2,-1,-1
4,0,28,59,2,-1,-1
7,0,18,51,2,-1,-1
10,0,9,52,2,-1,-1
13,0,25,23,2,-1,-1
14,0,32,47,2,-1,-1
15,0,37,49,2,-1,-1
23,0,26,42,2,-1,-1
24,0,14,61,2,-1,-1
26,0,28,70,2,-1,-1
27,0,30,22,2,-1,-1
6,1,12,54,2,-1,-1
13,1,20,103,2,-1,-1
15,1,16,51,2,-1,-1
20,1,9,51,2,-1,-1
21,1,22,42,2,-1,-1
25,1,13,23,2,-1,-1
28,1,32,52,2,-1,-1
29,1,18,35,2,-1,-1
32,1,44,87,2,-1,-1
4,2,20,66,2,-1,-1
13,2,18,57,2,-1,-1
17,2,40,38,2,-1,-1
20,2,9,39,2,-1,-1
21,2,20,78,2,-1,-1
28,2,33,23,2,-1,-1
8,3,31,69,2,-1,-1
