from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,30,60,2,-1,-1
0,2,28,69,2,-1,-1
0,10,10,55,2,-1,-1
0,16,36,71,2,-1,-1
1,6,31,39,2,-1,-1
1,7,41,46,2,-1,-1
1,14,31,53,2,-1,-1
1,16,40,27,2,-1,-1
2,4,15,56,2,-1,-1
2,9,33,71,2,-1,-1
2,12,12,65,2,-1,-1
2,13,32,36,2,-1,-1
2,15,27,31,2,-1,-1
2,17,15,59,2,-1,-1
3,7,25,80,2,-1,-1
3,10,18,36,2,-1,-1
3,13,21,95,2,-1,-1
3,15,17,48,2,-1,-1
3,16,24,54,2,-1,-1
3,21,41,61,2,-1,-1
4,17,14,22,2,-1,-1
5,6,38,48,2,-1,-1
5,10,33,31,2,-1,-1
5,12,17,13,2,-1,-1
5,19,46,7,2,-1,-1
6,8,25,27,2,-1,-1
6,9,23,69,2,-1,-1
6,13,19,42,2,-1,-1
6,19,10,58,2,-1,-1
7,10,39,62,2,-1,-1
7,12,47,27,2,-1,-1
7,15,14,65,2,-1,-1
7,16,1,50,2,-1,-1
7,17,47,45,2,-1,-1
8,9,2,72,2,-1,-1
8,11,10,63,2,-1,-1
8,13,25,44,2,-1,-1
8,14,42,26,2,-1,-1
8,15,43,32,2,-1,-1
8,19,35,31,2,-1,-1
9,18,23,105,2,-1,-1
9,19,33,59,2,-1,-1
10,11,28,74,2,-1,-1
10,13,5,27,2,-1,-1
10,14,23,72,2,-1,-1
10,15,25,26,2,-1,-1
10,16,37,25,2,-1,-1
11,13,22,72,2,-1,-1
11,17,8,59,2,-1,-1
11,20,28,68,2,-1,-1
12,20,9,41,2,-1,-1
13,14,22,51,2,-1,-1
13,17,27,70,2,-1,-1
14,15,2,50,2,-1,-1
16,17,45,54,2,-1,-1
16,21,27,39,2,-1,-1
17,21,27,47,2,-1,-1
20,21,30,0,2,-1,-1
1,0,30,60,2,-1,-1
2,0,28,69,2,-1,-1
10,0,10,55,2,-1,-1
16,0,36,71,2,-1,-1
6,1,31,39,2,-1,-1
7,1,41,46,2,-1,-1
14,1,31,53,2,-1,-1
16,1,40,27,2,-1,-1
4,2,15,56,2,-1,-1
9,2,33,71,2,-1,-1
12,2,12,65,2,-1,-1
13,2,32,36,2,-1,-1
15,2,27,31,2,-1,-1
17,2,15,59,2,-1,-1
7,3,25,80,2,-1,-1
10,3,18,36,2,-1,-1
13,3,21,95,2,-1,-1
15,3,17,48,2,-1,-1
16,3,24,54,2,-1,-1
21,3,41,61,2,-1,-1
17,4,14,22,2,-1,-1
6,5,38,48,2,-1,-1
10,5,33,31,2,-1,-1
12,5,17,13,2,-1,-1
19,5,46,7,2,-1,-1
8,6,25,27,2,-1,-1
9,6,23,69,2,-1,-1
13,6,19,42,2,-1,-1
19,6,10,58,2,-1,-1
10,7,39,62,2,-1,-1
12,7,47,27,2,-1,-1
15,7,14,65,2,-1,-1
16,7,1,50,2,-1,-1
17,7,47,45,2,-1,-1
9,8,2,72,2,-1,-1
11,8,10,63,2,-1,-1
13,8,25,44,2,-1,-1
14,8,42,26,2,-1,-1
15,8,43,32,2,-1,-1
19,8,35,31,2,-1,-1
18,9,23,105,2,-1,-1
19,9,33,59,2,-1,-1
11,10,28,74,2,-1,-1
13,10,5,27,2,-1,-1
14,10,23,72,2,-1,-1
15,10,25,26,2,-1,-1
16,10,37,25,2,-1,-1
13,11,22,72,2,-1,-1
17,11,8,59,2,-1,-1
20,11,28,68,2,-1,-1
20,12,9,41,2,-1,-1
14,13,22,51,2,-1,-1
17,13,27,70,2,-1,-1
15,14,2,50,2,-1,-1
17,16,45,54,2,-1,-1
21,16,27,39,2,-1,-1
21,17,27,47,2,-1,-1
21,20,30,0,2,-1,-1
