from,to,t0,c0,lanes,initial_SR,initial_FR
0,5,52,38,2,-1,-1
0,6,15,53,2,-1,-1
0,9,5,58,2,-1,-1
0,10,32,54,2,-1,-1
0,12,56,33,2,-1,-1
0,14,23,59,2,-1,-1
0,15,19,63,2,-1,-1
0,17,13,16,2,-1,-1
0,18,32,60,2,-1,-1
0,19,9,52,2,-1,-1
0,22,30,69,2,-1,-1
0,27,6,39,2,-1,-1
0,28,13,41,2,-1,-1
0,29,33,50,2,-1,-1
0,30,59,37,2,-1,-1
0,31,60,63,2,-1,-1
1,2,15,53,2,-1,-1
1,4,42,37,2,-1,-1
1,6,22,36,2,-1,-1
1,7,7,35,2,-1,-1
1,11,30,33,2,-1,-1
1,13,20,17,2,-1,-1
1,16,7,56,2,-1,-1
1,20,10,44,2,-1,-1
1,21,13,5,2,-1,-1
1,22,40,29,2,-1,-1
1,23,29,37,2,-1,-1
1,24,24,58,2,-1,-1
1,27,44,67,2,-1,-1
1,28,28,52,2,-1,-1
1,31,44,50,2,-1,-1
2,3,17,35,2,-1,-1
2,4,46,96,2,-1,-1
2,5,29,42,2,-1,-1
2,7,22,32,2,-1,-1
2,10,24,63,2,-1,-1
2,14,30,58,2,-1,-1
2,18,46,58,2,-1,-1
2,21,28,1,2,-1,-1
2,24,23,58,2,-1,-1
2,26,28,12,2,-1,-1
2,27,60,53,2,-1,-1
2,32,31,51,2,-1,-1
3,7,25,50,2,-1,-1
3,9,49,33,2,-1,-1
3,10,33,63,2,-1,-1
3,11,28,31,2,-1,-1
3,12,60,2,2,-1,-1
3,13,8,68,2,-1,-1
3,14,31,40,2,-1,-1
3,15,35,47,2,-1,-1
3,16,18,58,2,-1,-1
3,21,30,63,2,-1,-1
3,26,44,51,2,-1,-1
3,27,61,37,2,-1,-1
3,28,42,44,2,-1,-1
4,5,68,12,2,-1,-1
4,6,43,66,2,-1,-1
4,10,29,71,2,-1,-1
4,12,10,38,2,-1,-1
4,17,42,24,2,-1,-1
4,20,51,69,2,-1,-1
4,21,40,68,2,-1,-1
4,25,9,49,2,-1,-1
5,6,38,51,2,-1,-1
5,7,29,72,2,-1,-1
5,13,21,50,2,-1,-1
5,18,62,65,2,-1,-1
5,20,16,77,2,-1,-1
5,21,32,40,2,-1,-1
5,23,40,61,2,-1,-1
5,24,49,44,2,-1,-1
5,28,39,51,2,-1,-1
5,29,19,65,2,-1,-1
5,32,60,86,2,-1,-1
6,9,11,54,2,-1,-1
6,11,53,29,2,-1,-1
6,13,42,64,2,-1,-1
6,16,20,49,2,-1,-1
6,17,2,50,2,-1,-1
6,22,31,37,2,-1,-1
6,24,38,58,2,-1,-1
6,27,22,74,2,-1,-1
6,28,7,41,2,-1,-1
6,29,20,46,2,-1,-1
6,32,56,36,2,-1,-1
7,8,27,50,2,-1,-1
7,10,11,46,2,-1,-1
7,11,37,13,2,-1,-1
7,12,44,103,2,-1,-1
7,13,27,56,2,-1,-1
7,14,7,31,2,-1,-1
7,15,11,38,2,-1,-1
7,16,7,40,2,-1,-1
7,19,22,74,2,-1,-1
7,20,14,60,2,-1,-1
7,23,36,66,2,-1,-1
7,24,27,33,2,-1,-1
7,28,21,45,2,-1,-1
7,29,17,68,2,-1,-1
7,31,45,82,2,-1,-1
7,32,43,51,2,-1,-1
8,9,30,39,2,-1,-1
8,10,18,60,2,-1,-1
8,12,27,26,2,-1,-1
8,14,26,71,2,-1,-1
