from,to,t0,c0,lanes,initial_SR,initial_FR
0,1,35,40,2,-1,-1
0,6,43,50,2,-1,-1
0,10,27,31,2,-1,-1
0,12,12,62,2,-1,-1
0,16,6,51,2,-1,-1
0,18,16,39,2,-1,-1
0,25,23,39,2,-1,-1
0,26,31,56,2,-1,-1
1,12,30,56,2,-1,-1
1,16,30,44,2,-1,-1
1,19,16,14,2,-1,-1
1,28,4,44,2,-1,-1
1,29,23,50,2,-1,-1
2,3,38,54,2,-1,-1
2,4,24,57,2,-1,-1
2,11,40,61,2,-1,-1
2,16,13,49,2,-1,-1
2,21,22,35,2,-1,-1
2,26,42,58,2,-1,-1
2,28,19,50,2,-1,-1
3,5,22,45,2,-1,-1
3,7,41,32,2,-1,-1
3,9,32,73,2,-1,-1
3,13,20,61,2,-1,-1
3,16,24,68,2,-1,-1
3,18,36,29,2,-1,-1
3,21,15,82,2,-1,-1
3,24,11,46,2,-1,-1
3,31,15,38,2,-1,-1
4,6,32,86,2,-1,-1
4,10,41,90,2,-1,-1
4,13,23,51,2,-1,-1
4,17,14,68,2,-1,-1
4,18,46,94,2,-1,-1
4,21,25,47,2,-1,-1
4,23,16,40,2,-1,-1
4,26,33,24,2,-1,-1
4,28,27,40,2,-1,-1
4,29,18,74,2,-1,-1
5,9,10,64,2,-1,-1
5,11,9,33,2,-1,-1
5,12,17,53,2,-1,-1
5,13,9,54,2,-1,-1
5,14,29,43,2,-1,-1
5,15,38,34,2,-1,-1
5,21,18,5,2,-1,-1
5,23,16,42,2,-1,-1
5,26,19,37,2,-1,-1
5,28,40,73,2,-1,-1
5,31,36,48,2,-1,-1
6,11,10,55,2,-1,-1
6,12,35,28,2,-1,-1
6,26,16,42,2,-1,-1
7,11,44,65,2,-1,-1
7,13,44,71,2,-1,-1
7,15,8,59,2,-1,-1
7,16,17,72,2,-1,-1
7,17,32,38,2,-1,-1
7,22,9,48,2,-1,-1
7,25,3,77,2,-1,-1
7,28,19,77,2,-1,-1
7,29,32,71,2,-1,-1
7,30,44,64,2,-1,-1
7,31,43,39,2,-1,-1
