x,y,SR_demand,exits,injured
0.9616967023387416,0.8728593823450606,110,0,1
0.4838671335276734,0.00683420375135757,91,0,1
0.2353838847732067,0.9663762386309578,109,0,1
0.41191391066239924,0.15791908857529646,78,0,1
0.9516461814632873,0.724622165946815,95,0,1
0.7845002742502222,0.6871472932555782,112,0,1
0.48799842865883103,0.7469898499576135,113,0,1
0.4497588348445546,0.5920321177539838,104,0,1
0.9811194483098863,0.10539687999114533,116,0,1
0.31196528407894664,0.9307466564017801,89,0,1
0.7913597699868692,0.7902506438950566,113,0,1
0.975013662335335,0.1638907822796456,107,0,1
0.3701924271156638,0.5181237696023809,96,0,1
0.30521218705113284,0.869714403677761,102,0,1
0.7553524812128305,0.08787800253816735,101,0,1
0.5610832578824303,0.6261859376729997,94,0,1
0.7253338038454215,0.46468392408049797,111,0,1
0.9689794307788865,0.37709785934678797,97,0,1
0.22769208658927564,0.44404741714172125,98,0,1
0.575233727837312,0.6617093428325486,95,0,1
0.23487766169898128,0.990842127160635,99,0,1
0.009617027496429564,0.8633272765575786,111,0,1
0.5714873740046972,0.6807115748640514,91,0,1
0.9575810611580853,0.4908833211488516,83,0,1
0.32769080167142084,0.38615713777465344,92,0,1
0.3838775054804754,0.8124860814052434,99,0,1
0.6202964854553841,0.3738037959757836,99,0,1
0.0,0.0,0,1,0
0.3333333333333333,0.0,0,1,0
0.6666666666666666,0.0,0,1,0
0.0,1.0,0,1,0
0.3333333333333333,1.0,0,1,0
0.6666666666666666,1.0,0,1,0
