from,to,t0,c0,lanes,initial_SR,initial_FR
0,4,39,73,2,-1,-1
0,11,32,51,2,-1,-1
0,21,29,7,2,-1,-1
1,5,15,41,2,-1,-1
1,9,36,49,2,-1,-1
1,11,6,36,2,-1,-1
1,14,27,42,2,-1,-1
1,16,16,69,2,-1,-1
1,17,27,21,2,-1,-1
2,4,33,82,2,-1,-1
2,7,18,86,2,-1,-1
2,11,0,38,2,-1,-1
2,12,39,57,2,-1,-1
2,14,33,76,2,-1,-1
2,15,13,57,2,-1,-1
2,17,22,41,2,-1,-1
3,6,23,45,2,-1,-1
3,8,14,85,2,-1,-1
3,14,43,36,2,-1,-1
3,16,19,38,2,-1,-1
3,19,13,47,2,-1,-1
4,7,19,103,2,-1,-1
5,11,17,46,2,-1,-1
5,15,26,81,2,-1,-1
5,17,19,51,2,-1,-1
5,19,43,56,2,-1,-1
6,7,7,43,2,-1,-1
6,11,18,48,2,-1,-1
6,12,27,22,2,-1,-1
6,13,41,42,2,-1,-1
6,14,26,47,2,-1,-1
6,15,9,36,2,-1,-1
6,16,5,79,2,-1,-1
7,9,22,7,2,-1,-1
7,11,17,44,2,-1,-1
7,12,21,78,2,-1,-1
7,15,4,28,2,-1,-1
7,16,5,36,2,-1,-1
8,11,30,60,2,-1,-1
8,16,14,81,2,-1,-1
8,18,17,61,2,-1,-1
9,12,4,58,2,-1,-1
10,21,33,14,2,-1,-1
11,12,38,62,2,-1,-1
11,14,33,17,2,-1,-1
11,19,38,26,2,-1,-1
11,20,34,45,2,-1,-1
11,21,21,47,2,-1,-1
12,15,25,46,2,-1,-1
12,18,9,40,2,-1,-1
13,15,33,32,2,-1,-1
13,21,12,47,2,-1,-1
14,16,31,47,2,-1,-1
15,16,9,17,2,-1,-1
15,19,27,58,2,-1,-1
16,19,18,40,2,-1,-1
4,0,39,73,2,-1,-1
11,0,32,51,2,-1,-1
21,0,29,7,2,-1,-1
5,1,15,41,2,-1,-1
9,1,36,49,2,-1,-1
11,1,6,36,2,-1,-1
14,1,27,42,2,-1,-1
16,1,16,69,2,-1,-1
17,1,27,21,2,-1,-1
4,2,33,82,2,-1,-1
7,2,18,86,2,-1,-1
11,2,0,38,2,-1,-1
12,2,39,57,2,-1,-1
14,2,33,76,2,-1,-1
15,2,13,57,2,-1,-1
17,2,22,41,2,-1,-1
6,3,23,45,2,-1,-1
8,3,14,85,2,-1,-1
14,3,43,36,2,-1,-1
16,3,19,38,2,-1,-1
19,3,13,47,2,-1,-1
7,4,19,103,2,-1,-1
11,5,17,46,2,-1,-1
15,5,26,81,2,-1,-1
17,5,19,51,2,-1,-1
19,5,43,56,2,-1,-1
7,6,7,43,2,-1,-1
11,6,18,48,2,-1,-1
12,6,27,22,2,-1,-1
13,6,41,42,2,-1,-1
14,6,26,47,2,-1,-1
15,6,9,36,2,-1,-1
16,6,5,79,2,-1,-1
9,7,22,7,2,-1,-1
11,7,17,44,2,-1,-1
12,7,21,78,2,-1,-1
15,7,4,28,2,-1,-1
16,7,5,36,2,-1,-1
11,8,30,60,2,-1,-1
16,8,14,81,2,-1,-1
18,8,17,61,2,-1,-1
12,9,4,58,2,-1,-1
21,10,33,14,2,-1,-1
12,11,38,62,2,-1,-1
14,11,33,17,2,-1,-1
19,11,38,26,2,-1,-1
20,11,34,45,2,-1,-1
21,11,21,47,2,-1,-1
15,12,25,46,2,-1,-1
18,12,9,40,2,-1,-1
15,13,33,32,2,-1,-1
21,13,12,47,2,-1,-1
16,14,31,47,2,-1,-1
16,15,9,17,2,-1,-1
19,15,27,58,2,-1,-1
19,16,18,40,2,-1,-1
