x,y,SR_demand,exits,injured
0.41879099459491154,0.8565734184257543,98,0,1
0.15122045638015347,0.3673222947995717,92,0,1
0.6396129281516147,0.5891230577189809,109,0,1
0.7833238523342897,0.5249555016979228,94,0,1
0.5003857059494217,0.4156938148033955,104,0,1
0.07139432729946205,0.1823604625391786,117,0,1
0.18941548157075971,0.2143010340511886,109,0,1
0.42143045324400985,0.2784544818660044,98,0,1
0.3916105306709491,0.9772295488278947,90,0,1
0.8326973822587247,0.5258019583622107,95,0,1
0.41272672629191054,0.7760733246822085,91,0,1
0.04557375230893934,0.1816866820682691,108,0,1
0.8363962626031849,0.8624666748200497,87,0,1
0.8937078672218774,0.24958549728200885,119,0,1
0.38155098029389156,0.033664453001047256,87,0,1
0.8163713198623647,0.5610409644089758,79,0,1
0.3496973291586494,0.705020168414518,104,0,1
0.6566750304765501,0.6637845282541194,82,0,1
0.6788202041716548,0.7500940723155137,77,0,1
0.77837990763497,0.6014560981141766,109,0,1
0.3792035030341613,0.9133008882139987,0,0,0
0.7836432096242613,0.36648046206277973,0,0,0
0.9898974480631815,0.6025343902169512,126,0,1
0.5268865140580787,0.49320049771424934,0,0,0
0.4060743240243768,0.4965711960132019,101,0,1
0.18975660425025032,0.10927271737830557,105,0,1
0.35182664527030927,0.5691646972509872,82,0,1
0.0,0.0,0,1,0
0.3333333333333333,0.0,0,1,0
0.6666666666666666,0.0,0,1,0
0.0,1.0,0,1,0
0.3333333333333333,1.0,0,1,0
0.6666666666666666,1.0,0,1,0
