x,y,SR_demand,exits,injured
0.1165310683960864,0.2457300018408901,0,0,0
0.7271596853407245,0.18860376142813218,0,0,0
0.1546814511986857,0.8181406145336734,97,0,1
0.7308758345368725,0.14046014852351574,102,0,1
0.05787360861386681,0.18280461937883818,0,0,0
0.25592297896531635,0.4119730079661501,121,0,1
0.5664793609634621,0.8724890210169087,108,0,1
0.2800292600622065,0.9515684664787295,96,0,1
0.36376822011030385,0.5825917554209866,111,0,1
0.8410182904538449,0.18756719993017845,111,0,1
0.24172414288777988,0.7608619868055193,106,0,1
0.21085051407504662,0.5306712407412715,0,0,0
0.05177558220080314,0.5095109072827029,0,0,0
0.397292808137622,0.8402139747061215,103,0,1
0.2094757394267699,0.4881591940903649,90,0,1
0.2832502945827473,0.8857156900356478,93,0,1
0.9913574039224925,0.6480409764918109,98,0,1
0.8659478516256673,0.4486976521368502,91,0,1
0.0,0.0,0,1,0
0.5,0.0,0,1,0
0.0,1.0,0,1,0
0.5,1.0,0,1,0
